name,position,team,AVG,source,format,drafts,season
Lamar Jackson,QB,BAL,44.2,fantasyfootballcalculator,ppr,1371,2024
Michael Pittman Jr.,WR,IND,45.2,fantasyfootballcalculator,ppr,1371,2024
Aaron Jones Sr.,RB,MIN,46.0,fantasyfootballcalculator,ppr,1371,2024
James Conner,RB,ARI,47.6,fantasyfootballcalculator,ppr,1371,2024
Brandon Aiyuk,WR,SF,48.1,fantasyfootballcalculator,ppr,1371,2024
Amari Cooper,WR,BUF,49.2,fantasyfootballcalculator,ppr,1371,2024
C.J. Stroud,QB,HOU,49.9,fantasyfootballcalculator,ppr,1371,2024
Trey McBride,TE,ARI,50.4,fantasyfootballcalculator,ppr,1371,2024
Tee Higgins,WR,CIN,51.8,fantasyfootballcalculator,ppr,1371,2024
David Montgomery,RB,DET,54.6,fantasyfootballcalculator,ppr,1371,2024
Anthony Richardson Sr.,QB,IND,55.2,fantasyfootballcalculator,ppr,1371,2024
Christian Kirk,WR,JAX,55.6,fantasyfootballcalculator,ppr,1371,2024
D'Andre Swift,RB,CHI,56.5,fantasyfootballcalculator,ppr,1371,2024
Zay Flowers,WR,BAL,56.8,fantasyfootballcalculator,ppr,1371,2024
Tank Dell,WR,HOU,57.5,fantasyfootballcalculator,ppr,1371,2024
Dalton Kincaid,TE,BUF,59.1,fantasyfootballcalculator,ppr,1371,2024
Joe Burrow,QB,CIN,59.7,fantasyfootballcalculator,ppr,1371,2024
George Pickens,WR,PIT,59.8,fantasyfootballcalculator,ppr,1371,2024
Rhamondre Stevenson,RB,NE,62.0,fantasyfootballcalculator,ppr,1371,2024
Keenan Allen,WR,CHI,63.5,fantasyfootballcalculator,ppr,1371,2024
Raheem Mostert,RB,MIA,64.1,fantasyfootballcalculator,ppr,1371,2024
Rashee Rice,WR,KC,64.2,fantasyfootballcalculator,ppr,1371,2024
Nick Chubb,RB,CLE,65.0,fantasyfootballcalculator,ppr,1371,2024
Jayden Reed,WR,GB,65.1,fantasyfootballcalculator,ppr,1371,2024
George Kittle,TE,SF,66.7,fantasyfootballcalculator,ppr,1371,2024
Najee Harris,RB,PIT,67.1,fantasyfootballcalculator,ppr,1371,2024
Zamir White,RB,LV,67.8,fantasyfootballcalculator,ppr,1371,2024
Chris Godwin Jr.,WR,TB,68.4,fantasyfootballcalculator,ppr,1371,2024
Dak Prescott,QB,DAL,69.8,fantasyfootballcalculator,ppr,1371,2024
Terry McLaurin,WR,WAS,70.2,fantasyfootballcalculator,ppr,1371,2024
Kyle Pitts Sr.,TE,ATL,72.8,fantasyfootballcalculator,ppr,1371,2024
Jordan Love,QB,GB,73.2,fantasyfootballcalculator,ppr,1371,2024
Zack Moss,RB,CIN,74.4,fantasyfootballcalculator,ppr,1371,2024
Calvin Ridley,WR,TEN,74.7,fantasyfootballcalculator,ppr,1371,2024
Kyler Murray,QB,ARI,76.1,fantasyfootballcalculator,ppr,1371,2024
Javonte Williams,RB,DEN,77.5,fantasyfootballcalculator,ppr,1371,2024
Evan Engram,TE,JAX,79.5,fantasyfootballcalculator,ppr,1371,2024
Jaylen Warren,RB,PIT,79.6,fantasyfootballcalculator,ppr,1371,2024
Tony Pollard,RB,TEN,81.7,fantasyfootballcalculator,ppr,1371,2024
Xavier Worthy,WR,KC,81.9,fantasyfootballcalculator,ppr,1371,2024
Hollywood Brown,WR,KC,82.2,fantasyfootballcalculator,ppr,1371,2024
Christian Watson,WR,GB,84.2,fantasyfootballcalculator,ppr,1371,2024
Jonathon Brooks,RB,CAR,85.4,fantasyfootballcalculator,ppr,1371,2024
Devin Singletary,RB,NYG,87.9,fantasyfootballcalculator,ppr,1371,2024
Austin Ekeler,RB,WAS,88.0,fantasyfootballcalculator,ppr,1371,2024
Keon Coleman,WR,BUF,88.1,fantasyfootballcalculator,ppr,1371,2024
Tua Tagovailoa,QB,MIA,88.6,fantasyfootballcalculator,ppr,1371,2024
Jake Ferguson,TE,DAL,89.2,fantasyfootballcalculator,ppr,1371,2024
Jaxon Smith-Njigba,WR,SEA,90.5,fantasyfootballcalculator,ppr,1371,2024
Tyjae Spears,RB,TEN,91.4,fantasyfootballcalculator,ppr,1371,2024
Chase Brown,RB,CIN,91.9,fantasyfootballcalculator,ppr,1371,2024
Diontae Johnson,WR,BAL,92.1,fantasyfootballcalculator,ppr,1371,2024
Jared Goff,QB,DET,94.3,fantasyfootballcalculator,ppr,1371,2024
Ezekiel Elliott,RB,LAC,96.2,fantasyfootballcalculator,ppr,1371,2024
Rome Odunze,WR,CHI,97.7,fantasyfootballcalculator,ppr,1371,2024
Brian Robinson,RB,WAS,97.9,fantasyfootballcalculator,ppr,1371,2024
Ladd McConkey,WR,LAC,98.4,fantasyfootballcalculator,ppr,1371,2024
Jerome Ford,RB,CLE,98.5,fantasyfootballcalculator,ppr,1371,2024
Jayden Daniels,QB,WAS,99.2,fantasyfootballcalculator,ppr,1371,2024
Gus Edwards,RB,LAC,100.6,fantasyfootballcalculator,ppr,1371,2024
David Njoku,TE,CLE,101.1,fantasyfootballcalculator,ppr,1371,2024
Romeo Doubs,WR,GB,103.0,fantasyfootballcalculator,ppr,1371,2024
DeAndre Hopkins,WR,KC,104.5,fantasyfootballcalculator,ppr,1371,2024
Dallas Goedert,TE,PHI,105.5,fantasyfootballcalculator,ppr,1371,2024
Brock Purdy,QB,SF,105.7,fantasyfootballcalculator,ppr,1371,2024
Tyler Lockett,WR,SEA,106.6,fantasyfootballcalculator,ppr,1371,2024
Jameson Williams,WR,DET,107.8,fantasyfootballcalculator,ppr,1371,2024
Trey Benson,RB,ARI,108.5,fantasyfootballcalculator,ppr,1371,2024
Chuba Hubbard,RB,CAR,108.8,fantasyfootballcalculator,ppr,1371,2024
Blake Corum,RB,LAR,110.3,fantasyfootballcalculator,ppr,1371,2024
Courtland Sutton,WR,DEN,110.8,fantasyfootballcalculator,ppr,1371,2024
Brian Thomas Jr.,WR,JAX,114.2,fantasyfootballcalculator,ppr,1371,2024
Justin Herbert,QB,LAC,114.6,fantasyfootballcalculator,ppr,1371,2024
Mike Williams,WR,PIT,116.1,fantasyfootballcalculator,ppr,1371,2024
J.K. Dobbins,RB,LAC,116.2,fantasyfootballcalculator,ppr,1371,2024
Caleb Williams,QB,CHI,116.7,fantasyfootballcalculator,ppr,1371,2024
Khalil Shakir,WR,BUF,117.4,fantasyfootballcalculator,ppr,1371,2024
Dalton Schultz,TE,HOU,117.9,fantasyfootballcalculator,ppr,1371,2024
T.J. Hockenson,TE,MIN,118.7,fantasyfootballcalculator,ppr,1371,2024
Rico Dowdle,RB,DAL,118.9,fantasyfootballcalculator,ppr,1371,2024
Brock Bowers,TE,LV,121.7,fantasyfootballcalculator,ppr,1371,2024
Curtis Samuel,WR,BUF,122.6,fantasyfootballcalculator,ppr,1371,2024
Matthew Stafford,QB,LAR,123.1,fantasyfootballcalculator,ppr,1371,2024
Tyler Allgeier,RB,ATL,125.1,fantasyfootballcalculator,ppr,1371,2024
Jaleel McLaughlin,RB,DEN,126.6,fantasyfootballcalculator,ppr,1371,2024
Trevor Lawrence,QB,JAX,126.7,fantasyfootballcalculator,ppr,1371,2024
Elijah Mitchell,RB,SF,129.8,fantasyfootballcalculator,ppr,1371,2024
Kirk Cousins,QB,ATL,130.1,fantasyfootballcalculator,ppr,1371,2024
Ty Chandler,RB,MIN,130.3,fantasyfootballcalculator,ppr,1371,2024
Aaron Rodgers,QB,NYJ,130.4,fantasyfootballcalculator,ppr,1371,2024
Joshua Palmer,WR,LAC,130.5,fantasyfootballcalculator,ppr,1371,2024
Zach Charbonnet,RB,SEA,130.7,fantasyfootballcalculator,ppr,1371,2024
Baltimore Defense,DST,BAL,131.2,fantasyfootballcalculator,ppr,1371,2024
Jakobi Meyers,WR,LV,131.7,fantasyfootballcalculator,ppr,1371,2024
Jerry Jeudy,WR,CLE,132.9,fantasyfootballcalculator,ppr,1371,2024
San Francisco Defense,DST,SF,133.4,fantasyfootballcalculator,ppr,1371,2024
Jordan Addison,WR,MIN,134.1,fantasyfootballcalculator,ppr,1371,2024
Justin Fields,QB,PIT,134.7,fantasyfootballcalculator,ppr,1371,2024
Brandin Cooks,WR,DAL,135.1,fantasyfootballcalculator,ppr,1371,2024
Pat Freiermuth,TE,PIT,135.5,fantasyfootballcalculator,ppr,1371,2024
Khalil Herbert,RB,CIN,136.4,fantasyfootballcalculator,ppr,1371,2024
Cole Kmet,TE,CHI,137.1,fantasyfootballcalculator,ppr,1371,2024
Dallas Defense,DST,DAL,139.3,fantasyfootballcalculator,ppr,1371,2024
Rashid Shaheed,WR,NO,139.8,fantasyfootballcalculator,ppr,1371,2024
NY Jets Defense,DST,NYJ,140.8,fantasyfootballcalculator,ppr,1371,2024
Xavier Legette,WR,CAR,141.3,fantasyfootballcalculator,ppr,1371,2024
Kimani Vidal,RB,LAC,143.9,fantasyfootballcalculator,ppr,1371,2024
Chicago Defense,DST,CHI,147.4,fantasyfootballcalculator,ppr,1371,2024
Ray Davis,RB,BUF,147.7,fantasyfootballcalculator,ppr,1371,2024
Detroit Defense,DST,DET,148.6,fantasyfootballcalculator,ppr,1371,2024
Jordan Mason,RB,SF,149.1,fantasyfootballcalculator,ppr,1371,2024
Deshaun Watson,QB,CLE,149.3,fantasyfootballcalculator,ppr,1371,2024
Dameon Pierce,RB,HOU,151.4,fantasyfootballcalculator,ppr,1371,2024
Luke Musgrave,TE,GB,151.7,fantasyfootballcalculator,ppr,1371,2024
Isaiah Likely,TE,BAL,152.0,fantasyfootballcalculator,ppr,1371,2024
Jahan Dotson,WR,PHI,152.0,fantasyfootballcalculator,ppr,1371,2024
Quentin Johnston,WR,LAC,152.2,fantasyfootballcalculator,ppr,1371,2024
Bucky Irving,RB,TB,152.9,fantasyfootballcalculator,ppr,1371,2024
Cleveland Defense,DST,CLE,155.1,fantasyfootballcalculator,ppr,1371,2024
Josh Downs,WR,IND,155.9,fantasyfootballcalculator,ppr,1371,2024
Taysom Hill,TE,NO,155.9,fantasyfootballcalculator,ppr,1371,2024
Baker Mayfield,QB,TB,156.0,fantasyfootballcalculator,ppr,1371,2024
Jaylen Wright,RB,MIA,156.6,fantasyfootballcalculator,ppr,1371,2024
Pittsburgh Defense,DST,PIT,157.8,fantasyfootballcalculator,ppr,1371,2024
Antonio Gibson,RB,NE,158.6,fantasyfootballcalculator,ppr,1371,2024
Buffalo Defense,DST,BUF,158.8,fantasyfootballcalculator,ppr,1371,2024
Adam Thielen,WR,CAR,159.0,fantasyfootballcalculator,ppr,1371,2024
MarShawn Lloyd,RB,GB,159.1,fantasyfootballcalculator,ppr,1371,2024
Geno Smith,QB,SEA,159.8,fantasyfootballcalculator,ppr,1371,2024
Dontayvion Wicks,WR,GB,160.0,fantasyfootballcalculator,ppr,1371,2024
Will Levis,QB,TEN,160.0,fantasyfootballcalculator,ppr,1371,2024
Alexander Mattison,RB,LV,160.7,fantasyfootballcalculator,ppr,1371,2024
Adonai Mitchell,WR,IND,160.9,fantasyfootballcalculator,ppr,1371,2024
Cincinnati Defense,DST,CIN,160.9,fantasyfootballcalculator,ppr,1371,2024
Darnell Mooney,WR,ATL,161.8,fantasyfootballcalculator,ppr,1371,2024
Ricky Pearsall,WR,SF,162.7,fantasyfootballcalculator,ppr,1371,2024
Kansas City Defense,DST,KC,163.3,fantasyfootballcalculator,ppr,1371,2024
Ja'Lynn Polk,WR,NE,163.4,fantasyfootballcalculator,ppr,1371,2024
Dawson Knox,TE,BUF,165.9,fantasyfootballcalculator,ppr,1371,2024
Rashod Bateman,WR,BAL,169.6,fantasyfootballcalculator,ppr,1371,2024
Gabe Davis,WR,JAX,169.6,fantasyfootballcalculator,ppr,1371,2024
Michael Wilson,WR,ARI,170.2,fantasyfootballcalculator,ppr,1371,2024
Tyrone Tracy Jr.,RB,NYG,174.0,fantasyfootballcalculator,ppr,1371,2024
New Orleans Defense,DST,NO,174.7,fantasyfootballcalculator,ppr,1371,2024
Bo Nix,QB,DEN,177.5,fantasyfootballcalculator,ppr,1371,2024
