name,position,team,AVG,source,format,drafts,season
Darwin Thompson,RB,KC,86.0,fantasyfootballcalculator,ppr,2167,2019
Curtis Samuel,WR,CAR,88.0,fantasyfootballcalculator,ppr,2167,2019
Russell Wilson,QB,SEA,88.4,fantasyfootballcalculator,ppr,2167,2019
Christian Kirk,WR,ARI,89.9,fantasyfootballcalculator,ppr,2167,2019
LeSean McCoy,RB,KC,90.8,fantasyfootballcalculator,ppr,2167,2019
Sterling Shepard,WR,NYG,92.2,fantasyfootballcalculator,ppr,2167,2019
Chicago Defense,DST,CHI,92.4,fantasyfootballcalculator,ppr,2167,2019
Darrell Henderson Jr.,RB,LAR,93.0,fantasyfootballcalculator,ppr,2167,2019
Cam Newton,QB,CAR,94.4,fantasyfootballcalculator,ppr,2167,2019
Rashaad Penny,RB,SEA,95.3,fantasyfootballcalculator,ppr,2167,2019
Austin Hooper,TE,ATL,95.4,fantasyfootballcalculator,ppr,2167,2019
Sammy Watkins,WR,KC,96.1,fantasyfootballcalculator,ppr,2167,2019
Lamar Jackson,QB,BAL,97.6,fantasyfootballcalculator,ppr,2167,2019
Geronimo Allison,WR,GB,98.7,fantasyfootballcalculator,ppr,2167,2019
Marquez Valdes-Scantling,WR,GB,100.6,fantasyfootballcalculator,ppr,2167,2019
Kareem Hunt,RB,CLE,100.8,fantasyfootballcalculator,ppr,2167,2019
James Washington,WR,PIT,101.3,fantasyfootballcalculator,ppr,2167,2019
Jordan Howard,RB,PHI,103.7,fantasyfootballcalculator,ppr,2167,2019
Jameis Winston,QB,TB,105.1,fantasyfootballcalculator,ppr,2167,2019
Marvin Jones Jr.,WR,DET,105.3,fantasyfootballcalculator,ppr,2167,2019
LA Rams Defense,DST,LAR,105.6,fantasyfootballcalculator,ppr,2167,2019
Larry Fitzgerald,WR,ARI,106.5,fantasyfootballcalculator,ppr,2167,2019
Ben Roethlisberger,QB,PIT,106.8,fantasyfootballcalculator,ppr,2167,2019
Royce Freeman,RB,DEN,108.1,fantasyfootballcalculator,ppr,2167,2019
Jacksonville Defense,DST,JAX,109.3,fantasyfootballcalculator,ppr,2167,2019
Dante Pettis,WR,SF,109.8,fantasyfootballcalculator,ppr,2167,2019
Corey Davis,WR,TEN,110.8,fantasyfootballcalculator,ppr,2167,2019
Kyler Murray,QB,ARI,110.9,fantasyfootballcalculator,ppr,2167,2019
Kalen Ballage,RB,MIA,113.5,fantasyfootballcalculator,ppr,2167,2019
Michael Gallup,WR,DAL,113.8,fantasyfootballcalculator,ppr,2167,2019
Tom Brady,QB,NE,114.6,fantasyfootballcalculator,ppr,2167,2019
Delanie Walker,TE,TEN,115.4,fantasyfootballcalculator,ppr,2167,2019
Philip Rivers,QB,LAC,116.1,fantasyfootballcalculator,ppr,2167,2019
Baltimore Defense,DST,BAL,117.0,fantasyfootballcalculator,ppr,2167,2019
Eric Ebron,TE,IND,117.5,fantasyfootballcalculator,ppr,2167,2019
Jaylen Samuels,RB,PIT,119.0,fantasyfootballcalculator,ppr,2167,2019
DeSean Jackson,WR,PHI,119.4,fantasyfootballcalculator,ppr,2167,2019
Donte Moncrief,WR,CAR,119.8,fantasyfootballcalculator,ppr,2167,2019
Justin Jackson,RB,LAC,119.9,fantasyfootballcalculator,ppr,2167,2019
Justice Hill,RB,BAL,120.7,fantasyfootballcalculator,ppr,2167,2019
Golden Tate,WR,NYG,123.3,fantasyfootballcalculator,ppr,2167,2019
Cleveland Defense,DST,CLE,126.0,fantasyfootballcalculator,ppr,2167,2019
T.J. Hockenson,TE,DET,126.1,fantasyfootballcalculator,ppr,2167,2019
Courtland Sutton,WR,DEN,126.2,fantasyfootballcalculator,ppr,2167,2019
Dak Prescott,QB,DAL,127.2,fantasyfootballcalculator,ppr,2167,2019
Alexander Mattison,RB,MIN,127.3,fantasyfootballcalculator,ppr,2167,2019
Jamison Crowder,WR,NYJ,128.8,fantasyfootballcalculator,ppr,2167,2019
Kirk Cousins,QB,MIN,130.7,fantasyfootballcalculator,ppr,2167,2019
Peyton Barber,RB,TB,131.3,fantasyfootballcalculator,ppr,2167,2019
Tyrell Williams,WR,LV,131.4,fantasyfootballcalculator,ppr,2167,2019
DK Metcalf,WR,SEA,131.8,fantasyfootballcalculator,ppr,2167,2019
Adrian Peterson,RB,WAS,133.1,fantasyfootballcalculator,ppr,2167,2019
Minnesota Defense,DST,MIN,134.0,fantasyfootballcalculator,ppr,2167,2019
Anthony Miller,WR,CHI,134.4,fantasyfootballcalculator,ppr,2167,2019
John Brown,WR,BUF,136.2,fantasyfootballcalculator,ppr,2167,2019
LA Chargers Defense,DST,LAC,137.4,fantasyfootballcalculator,ppr,2167,2019
Mecole Hardman Jr.,WR,KC,137.7,fantasyfootballcalculator,ppr,2167,2019
Dallas Defense,DST,DAL,137.9,fantasyfootballcalculator,ppr,2167,2019
Mitchell Trubisky,QB,CHI,139.2,fantasyfootballcalculator,ppr,2167,2019
Mark Andrews,TE,BAL,142.1,fantasyfootballcalculator,ppr,2167,2019
Dion Lewis,RB,TEN,142.9,fantasyfootballcalculator,ppr,2167,2019
Denver Defense,DST,DEN,145.8,fantasyfootballcalculator,ppr,2167,2019
Josh Allen,QB,BUF,145.8,fantasyfootballcalculator,ppr,2167,2019
Keke Coutee,WR,HOU,146.2,fantasyfootballcalculator,ppr,2167,2019
Jimmy Garoppolo,QB,SF,147.5,fantasyfootballcalculator,ppr,2167,2019
Greg Olsen,TE,CAR,148.9,fantasyfootballcalculator,ppr,2167,2019
Damien Harris,RB,NE,151.4,fantasyfootballcalculator,ppr,2167,2019
Deebo Samuel Sr.,WR,SF,151.8,fantasyfootballcalculator,ppr,2167,2019
Carlos Hyde,RB,HOU,151.9,fantasyfootballcalculator,ppr,2167,2019
Frank Gore,RB,BUF,152.3,fantasyfootballcalculator,ppr,2167,2019
Trey Burton,TE,CHI,152.4,fantasyfootballcalculator,ppr,2167,2019
N'Keal Harry,WR,NE,152.8,fantasyfootballcalculator,ppr,2167,2019
Ito Smith,RB,ATL,154.2,fantasyfootballcalculator,ppr,2167,2019
Kyle Rudolph,TE,MIN,154.9,fantasyfootballcalculator,ppr,2167,2019
Darren Waller,TE,LV,155.8,fantasyfootballcalculator,ppr,2167,2019
Ty Montgomery II,RB,NYJ,157.1,fantasyfootballcalculator,ppr,2167,2019
Derek Carr,QB,LV,157.4,fantasyfootballcalculator,ppr,2167,2019
Malcolm Brown,RB,LAR,157.6,fantasyfootballcalculator,ppr,2167,2019
Dare Ogunbowale,RB,TB,157.9,fantasyfootballcalculator,ppr,2167,2019
Jordan Reed,TE,WAS,158.0,fantasyfootballcalculator,ppr,2167,2019
Philadelphia Defense,DST,PHI,158.1,fantasyfootballcalculator,ppr,2167,2019
Ronald Jones,RB,TB,158.1,fantasyfootballcalculator,ppr,2167,2019
New England Defense,DST,NE,159.1,fantasyfootballcalculator,ppr,2167,2019
Nyheim Hines,RB,IND,159.2,fantasyfootballcalculator,ppr,2167,2019
Cole Beasley,WR,BUF,159.6,fantasyfootballcalculator,ppr,2167,2019
Pittsburgh Defense,DST,PIT,160.5,fantasyfootballcalculator,ppr,2167,2019
Mohamed Sanu,WR,NE,160.7,fantasyfootballcalculator,ppr,2167,2019
Matthew Stafford,QB,DET,160.8,fantasyfootballcalculator,ppr,2167,2019
Demaryius Thomas,WR,NYJ,161.4,fantasyfootballcalculator,ppr,2167,2019
Kenny Stills,WR,HOU,161.5,fantasyfootballcalculator,ppr,2167,2019
Tre'Quan Smith,WR,NO,161.6,fantasyfootballcalculator,ppr,2167,2019
Seattle Defense,DST,SEA,162.7,fantasyfootballcalculator,ppr,2167,2019
New Orleans Defense,DST,NO,162.8,fantasyfootballcalculator,ppr,2167,2019
Marquise Goodwin,WR,SF,163.0,fantasyfootballcalculator,ppr,2167,2019
Sam Darnold,QB,NYJ,164.2,fantasyfootballcalculator,ppr,2167,2019
Houston Defense,DST,HOU,165.4,fantasyfootballcalculator,ppr,2167,2019
Buffalo Defense,DST,BUF,165.5,fantasyfootballcalculator,ppr,2167,2019
Adam Humphries,WR,TEN,166.9,fantasyfootballcalculator,ppr,2167,2019
