name,position,team,AVG,source,format,drafts,season
Martavis Bryant,WR,PIT,40.9,fantasyfootballcalculator,ppr,685,2017
Drew Brees,QB,NO,41.7,fantasyfootballcalculator,ppr,685,2017
Joe Mixon,RB,CIN,42.5,fantasyfootballcalculator,ppr,685,2017
Michael Crabtree,WR,LV,43.7,fantasyfootballcalculator,ppr,685,2017
Davante Adams,WR,GB,44.9,fantasyfootballcalculator,ppr,685,2017
Tyreek Hill,WR,KC,45.5,fantasyfootballcalculator,ppr,685,2017
Golden Tate,WR,DET,47.8,fantasyfootballcalculator,ppr,685,2017
Larry Fitzgerald,WR,ARI,48.4,fantasyfootballcalculator,ppr,685,2017
Bilal Powell,RB,NYJ,48.6,fantasyfootballcalculator,ppr,685,2017
Doug Martin,RB,TB,49.0,fantasyfootballcalculator,ppr,685,2017
CJ Anderson,RB,DEN,51.4,fantasyfootballcalculator,ppr,685,2017
Greg Olsen,TE,CAR,51.5,fantasyfootballcalculator,ppr,685,2017
DeVante Parker,WR,MIA,51.9,fantasyfootballcalculator,ppr,685,2017
Ameer Abdullah,RB,DET,53.0,fantasyfootballcalculator,ppr,685,2017
Jordan Reed,TE,WAS,54.1,fantasyfootballcalculator,ppr,685,2017
Stefon Diggs,WR,MIN,54.8,fantasyfootballcalculator,ppr,685,2017
Matt Ryan,QB,ATL,56.4,fantasyfootballcalculator,ppr,685,2017
Allen Robinson II,WR,JAX,57.0,fantasyfootballcalculator,ppr,685,2017
Jimmy Graham,TE,SEA,57.6,fantasyfootballcalculator,ppr,685,2017
Mark Ingram II,RB,NO,57.6,fantasyfootballcalculator,ppr,685,2017
Jamison Crowder,WR,WAS,61.2,fantasyfootballcalculator,ppr,685,2017
Danny Woodhead,RB,BAL,61.7,fantasyfootballcalculator,ppr,685,2017
Jarvis Landry,WR,MIA,64.0,fantasyfootballcalculator,ppr,685,2017
Russell Wilson,QB,SEA,64.3,fantasyfootballcalculator,ppr,685,2017
Brandon Marshall,WR,NYG,65.2,fantasyfootballcalculator,ppr,685,2017
Mike Gillislee,RB,NE,65.3,fantasyfootballcalculator,ppr,685,2017
Pierre Garcon,WR,SF,66.4,fantasyfootballcalculator,ppr,685,2017
Rob Kelley,RB,WAS,67.0,fantasyfootballcalculator,ppr,685,2017
Adrian Peterson,RB,ARI,69.9,fantasyfootballcalculator,ppr,685,2017
Sammy Watkins,WR,LAR,70.0,fantasyfootballcalculator,ppr,685,2017
Tyler Eifert,TE,CIN,70.4,fantasyfootballcalculator,ppr,685,2017
Zach Ertz,TE,PHI,72.8,fantasyfootballcalculator,ppr,685,2017
Tevin Coleman,RB,ATL,73.2,fantasyfootballcalculator,ppr,685,2017
Emmanuel Sanders,WR,DEN,73.9,fantasyfootballcalculator,ppr,685,2017
Derek Carr,QB,LV,74.2,fantasyfootballcalculator,ppr,685,2017
Darren McFadden,RB,DAL,75.3,fantasyfootballcalculator,ppr,685,2017
Chris Hogan,WR,NE,76.5,fantasyfootballcalculator,ppr,685,2017
Marcus Mariota,QB,TEN,76.8,fantasyfootballcalculator,ppr,685,2017
Derrick Henry,RB,TEN,77.9,fantasyfootballcalculator,ppr,685,2017
Delanie Walker,TE,TEN,79.9,fantasyfootballcalculator,ppr,685,2017
Jameis Winston,QB,TB,82.4,fantasyfootballcalculator,ppr,685,2017
Theo Riddick,RB,DET,83.0,fantasyfootballcalculator,ppr,685,2017
Paul Perkins,RB,NYG,83.4,fantasyfootballcalculator,ppr,685,2017
Jeremy Maclin,WR,BAL,83.4,fantasyfootballcalculator,ppr,685,2017
Kyle Rudolph,TE,MIN,83.6,fantasyfootballcalculator,ppr,685,2017
Willie Snead IV,WR,NO,83.8,fantasyfootballcalculator,ppr,685,2017
Frank Gore,RB,IND,86.1,fantasyfootballcalculator,ppr,685,2017
Kirk Cousins,QB,WAS,86.3,fantasyfootballcalculator,ppr,685,2017
Terrance West,RB,BAL,86.8,fantasyfootballcalculator,ppr,685,2017
Martellus Bennett,TE,NE,87.6,fantasyfootballcalculator,ppr,685,2017
Eric Decker,WR,TEN,88.7,fantasyfootballcalculator,ppr,685,2017
Cam Newton,QB,CAR,89.9,fantasyfootballcalculator,ppr,685,2017
DeSean Jackson,WR,TB,90.4,fantasyfootballcalculator,ppr,685,2017
LeGarrette Blount,RB,PHI,91.9,fantasyfootballcalculator,ppr,685,2017
Randall Cobb,WR,GB,92.2,fantasyfootballcalculator,ppr,685,2017
Duke Johnson,RB,CLE,94.2,fantasyfootballcalculator,ppr,685,2017
Tyrell Williams,WR,LAC,95.0,fantasyfootballcalculator,ppr,685,2017
Thomas Rawls,RB,SEA,95.7,fantasyfootballcalculator,ppr,685,2017
Jacquizz Rodgers,RB,TB,95.9,fantasyfootballcalculator,ppr,685,2017
Corey Coleman,WR,CLE,96.4,fantasyfootballcalculator,ppr,685,2017
Adam Thielen,WR,MIN,98.6,fantasyfootballcalculator,ppr,685,2017
Andrew Luck,QB,IND,100.3,fantasyfootballcalculator,ppr,685,2017
Ben Roethlisberger,QB,PIT,101.0,fantasyfootballcalculator,ppr,685,2017
Jonathan Stewart,RB,CAR,101.4,fantasyfootballcalculator,ppr,685,2017
James White,RB,NE,102.7,fantasyfootballcalculator,ppr,685,2017
Denver Defense,DST,DEN,105.5,fantasyfootballcalculator,ppr,685,2017
Donte Moncrief,WR,IND,105.7,fantasyfootballcalculator,ppr,685,2017
Hunter Henry,TE,LAC,106.1,fantasyfootballcalculator,ppr,685,2017
Marvin Jones Jr.,WR,DET,106.3,fantasyfootballcalculator,ppr,685,2017
Eddie Lacy,RB,SEA,106.6,fantasyfootballcalculator,ppr,685,2017
John Brown,WR,ARI,108.6,fantasyfootballcalculator,ppr,685,2017
Philip Rivers,QB,LAC,108.7,fantasyfootballcalculator,ppr,685,2017
Seattle Defense,DST,SEA,110.3,fantasyfootballcalculator,ppr,685,2017
Corey Davis,WR,TEN,110.9,fantasyfootballcalculator,ppr,685,2017
Dak Prescott,QB,DAL,112.8,fantasyfootballcalculator,ppr,685,2017
Rex Burkhead,RB,NE,113.4,fantasyfootballcalculator,ppr,685,2017
Jamaal Williams,RB,GB,114.3,fantasyfootballcalculator,ppr,685,2017
Rishard Matthews,WR,TEN,116.0,fantasyfootballcalculator,ppr,685,2017
Darren Sproles,RB,PHI,116.3,fantasyfootballcalculator,ppr,685,2017
Matthew Stafford,QB,DET,116.5,fantasyfootballcalculator,ppr,685,2017
Ted Ginn Jr,WR,NO,116.9,fantasyfootballcalculator,ppr,685,2017
Jordan Matthews,WR,BUF,117.5,fantasyfootballcalculator,ppr,685,2017
Houston Defense,DST,HOU,119.4,fantasyfootballcalculator,ppr,685,2017
Cooper Kupp,WR,LAR,121.3,fantasyfootballcalculator,ppr,685,2017
Zay Jones,WR,BUF,122.0,fantasyfootballcalculator,ppr,685,2017
Jamaal Charles,RB,DEN,123.3,fantasyfootballcalculator,ppr,685,2017
Kansas City Defense,DST,KC,123.9,fantasyfootballcalculator,ppr,685,2017
Eric Ebron,TE,DET,124.0,fantasyfootballcalculator,ppr,685,2017
Mike Wallace,WR,BAL,125.9,fantasyfootballcalculator,ppr,685,2017
Andy Dalton,QB,CIN,126.5,fantasyfootballcalculator,ppr,685,2017
Samaje Perine,RB,WAS,126.8,fantasyfootballcalculator,ppr,685,2017
Kevin White,WR,CHI,127.0,fantasyfootballcalculator,ppr,685,2017
New England Defense,DST,NE,128.0,fantasyfootballcalculator,ppr,685,2017
CJ Prosise,RB,SEA,129.4,fantasyfootballcalculator,ppr,685,2017
Danny Amendola,WR,NE,132.2,fantasyfootballcalculator,ppr,685,2017
Carson Wentz,QB,PHI,132.3,fantasyfootballcalculator,ppr,685,2017
Matt Forte,RB,NYJ,132.6,fantasyfootballcalculator,ppr,685,2017
Jack Doyle,TE,IND,132.6,fantasyfootballcalculator,ppr,685,2017
Jeremy Hill,RB,CIN,134.5,fantasyfootballcalculator,ppr,685,2017
Arizona Defense,DST,ARI,135.3,fantasyfootballcalculator,ppr,685,2017
Kenny Britt,WR,NE,136.2,fantasyfootballcalculator,ppr,685,2017
Cole Beasley,WR,DAL,136.2,fantasyfootballcalculator,ppr,685,2017
Eli Manning,QB,NYG,137.1,fantasyfootballcalculator,ppr,685,2017
Minnesota Defense,DST,MIN,138.1,fantasyfootballcalculator,ppr,685,2017
NY Giants Defense,DST,NYG,138.5,fantasyfootballcalculator,ppr,685,2017
Alvin Kamara,RB,NO,140.0,fantasyfootballcalculator,ppr,685,2017
Marlon Mack,RB,IND,141.3,fantasyfootballcalculator,ppr,685,2017
Carson Palmer,QB,ARI,142.3,fantasyfootballcalculator,ppr,685,2017
Robbie Chosen,WR,NYJ,143.4,fantasyfootballcalculator,ppr,685,2017
Wendell Smallwood,RB,PHI,146.1,fantasyfootballcalculator,ppr,685,2017
Austin Hooper,TE,ATL,146.6,fantasyfootballcalculator,ppr,685,2017
Kendall Wright,WR,CHI,148.4,fantasyfootballcalculator,ppr,685,2017
Chris Carson,RB,SEA,149.7,fantasyfootballcalculator,ppr,685,2017
Jason Witten,TE,DAL,150.5,fantasyfootballcalculator,ppr,685,2017
Pittsburgh Defense,DST,PIT,150.8,fantasyfootballcalculator,ppr,685,2017
Taylor Gabriel,WR,ATL,151.4,fantasyfootballcalculator,ppr,685,2017
Kenny Golladay,WR,DET,151.6,fantasyfootballcalculator,ppr,685,2017
Coby Fleener,TE,NO,152.3,fantasyfootballcalculator,ppr,685,2017
Sterling Shepard,WR,NYG,152.3,fantasyfootballcalculator,ppr,685,2017
O.J. Howard,TE,TB,152.7,fantasyfootballcalculator,ppr,685,2017
Latavius Murray,RB,MIN,154.4,fantasyfootballcalculator,ppr,685,2017
DeAndre Washington,RB,LV,155.2,fantasyfootballcalculator,ppr,685,2017
Dion Lewis,RB,NE,155.9,fantasyfootballcalculator,ppr,685,2017
Jay Cutler,QB,MIA,155.9,fantasyfootballcalculator,ppr,685,2017
Tyler Lockett,WR,SEA,156.1,fantasyfootballcalculator,ppr,685,2017
Jonathan Williams,RB,NO,156.1,fantasyfootballcalculator,ppr,685,2017
D'Onta Foreman,RB,HOU,157.0,fantasyfootballcalculator,ppr,685,2017
Giovani Bernard,RB,CIN,159.6,fantasyfootballcalculator,ppr,685,2017
Charcandrick West,RB,KC,160.7,fantasyfootballcalculator,ppr,685,2017
Carolina Defense,DST,CAR,161.5,fantasyfootballcalculator,ppr,685,2017
Philadelphia Defense,DST,PHI,161.6,fantasyfootballcalculator,ppr,685,2017
Tyrod Taylor,QB,BUF,162.4,fantasyfootballcalculator,ppr,685,2017
Mohamed Sanu,WR,ATL,162.9,fantasyfootballcalculator,ppr,685,2017
Baltimore Defense,DST,BAL,164.9,fantasyfootballcalculator,ppr,685,2017
Atlanta Defense,DST,ATL,168.2,fantasyfootballcalculator,ppr,685,2017
