name,position,team,AVG,source,format,drafts,season
DJ Moore,WR,CAR,32.6,fantasyfootballcalculator,ppr,2403,2020
LeVeon Bell,RB,KC,34.5,fantasyfootballcalculator,ppr,2403,2020
Leonard Fournette,RB,TB,35.4,fantasyfootballcalculator,ppr,2403,2020
Odell Beckham Jr.,WR,CLE,35.7,fantasyfootballcalculator,ppr,2403,2020
JuJu Smith-Schuster,WR,PIT,36.9,fantasyfootballcalculator,ppr,2403,2020
Amari Cooper,WR,DAL,38.1,fantasyfootballcalculator,ppr,2403,2020
Melvin Gordon III,RB,DEN,39.4,fantasyfootballcalculator,ppr,2403,2020
Cooper Kupp,WR,LAR,40.3,fantasyfootballcalculator,ppr,2403,2020
Calvin Ridley,WR,ATL,40.9,fantasyfootballcalculator,ppr,2403,2020
Mark Andrews,TE,BAL,42.4,fantasyfootballcalculator,ppr,2403,2020
Robert Woods,WR,LAR,42.4,fantasyfootballcalculator,ppr,2403,2020
Mark Ingram II,RB,BAL,42.5,fantasyfootballcalculator,ppr,2403,2020
A.J. Brown,WR,TEN,44.4,fantasyfootballcalculator,ppr,2403,2020
DK Metcalf,WR,SEA,45.3,fantasyfootballcalculator,ppr,2403,2020
Devin Singletary,RB,BUF,46.4,fantasyfootballcalculator,ppr,2403,2020
DJ Chark,WR,JAX,47.5,fantasyfootballcalculator,ppr,2403,2020
Raheem Mostert,RB,SF,49.4,fantasyfootballcalculator,ppr,2403,2020
Tyler Lockett,WR,SEA,49.9,fantasyfootballcalculator,ppr,2403,2020
Zach Ertz,TE,PHI,50.6,fantasyfootballcalculator,ppr,2403,2020
Terry McLaurin,WR,WAS,50.8,fantasyfootballcalculator,ppr,2403,2020
Cam Akers,RB,LAR,52.8,fantasyfootballcalculator,ppr,2403,2020
Kareem Hunt,RB,CLE,53.1,fantasyfootballcalculator,ppr,2403,2020
Keenan Allen,WR,LAC,53.5,fantasyfootballcalculator,ppr,2403,2020
Dak Prescott,QB,DAL,54.7,fantasyfootballcalculator,ppr,2403,2020
Ronald Jones,RB,TB,56.5,fantasyfootballcalculator,ppr,2403,2020
T.Y. Hilton,WR,IND,57.5,fantasyfootballcalculator,ppr,2403,2020
Courtland Sutton,WR,DEN,58.1,fantasyfootballcalculator,ppr,2403,2020
David Montgomery,RB,CHI,59.7,fantasyfootballcalculator,ppr,2403,2020
Hollywood Brown,WR,BAL,60.0,fantasyfootballcalculator,ppr,2403,2020
D'Andre Swift,RB,DET,61.4,fantasyfootballcalculator,ppr,2403,2020
Darren Waller,TE,LV,61.6,fantasyfootballcalculator,ppr,2403,2020
Russell Wilson,QB,SEA,62.0,fantasyfootballcalculator,ppr,2403,2020
Kyler Murray,QB,ARI,62.6,fantasyfootballcalculator,ppr,2403,2020
Stefon Diggs,WR,BUF,65.0,fantasyfootballcalculator,ppr,2403,2020
DeVante Parker,WR,MIA,66.7,fantasyfootballcalculator,ppr,2403,2020
J.K. Dobbins,RB,BAL,67.0,fantasyfootballcalculator,ppr,2403,2020
Deshaun Watson,QB,HOU,69.3,fantasyfootballcalculator,ppr,2403,2020
A.J. Green,WR,CIN,69.8,fantasyfootballcalculator,ppr,2403,2020
Rob Gronkowski,TE,TB,70.4,fantasyfootballcalculator,ppr,2403,2020
Will Fuller,WR,HOU,70.5,fantasyfootballcalculator,ppr,2403,2020
Michael Gallup,WR,DAL,72.2,fantasyfootballcalculator,ppr,2403,2020
James White,RB,NE,72.7,fantasyfootballcalculator,ppr,2403,2020
Marlon Mack,RB,IND,74.6,fantasyfootballcalculator,ppr,2403,2020
Evan Engram,TE,NYG,74.8,fantasyfootballcalculator,ppr,2403,2020
Julian Edelman,WR,NE,77.2,fantasyfootballcalculator,ppr,2403,2020
Tyler Boyd,WR,CIN,78.5,fantasyfootballcalculator,ppr,2403,2020
Antonio Gibson,RB,WAS,79.0,fantasyfootballcalculator,ppr,2403,2020
Hayden Hurst,TE,ATL,79.4,fantasyfootballcalculator,ppr,2403,2020
Jordan Howard,RB,PHI,80.0,fantasyfootballcalculator,ppr,2403,2020
Drew Brees,QB,NO,80.1,fantasyfootballcalculator,ppr,2403,2020
Brandin Cooks,WR,HOU,81.5,fantasyfootballcalculator,ppr,2403,2020
Zack Moss,RB,BUF,83.7,fantasyfootballcalculator,ppr,2403,2020
Phillip Lindsay,RB,DEN,83.8,fantasyfootballcalculator,ppr,2403,2020
Tarik Cohen,RB,CHI,84.6,fantasyfootballcalculator,ppr,2403,2020
Matt Ryan,QB,ATL,84.8,fantasyfootballcalculator,ppr,2403,2020
Jarvis Landry,WR,CLE,85.5,fantasyfootballcalculator,ppr,2403,2020
Tom Brady,QB,TB,88.0,fantasyfootballcalculator,ppr,2403,2020
Deebo Samuel Sr.,WR,SF,89.1,fantasyfootballcalculator,ppr,2403,2020
Diontae Johnson,WR,PIT,89.4,fantasyfootballcalculator,ppr,2403,2020
Tyler Higbee,TE,LAR,89.7,fantasyfootballcalculator,ppr,2403,2020
Matt Breida,RB,MIA,90.5,fantasyfootballcalculator,ppr,2403,2020
CeeDee Lamb,WR,DAL,93.2,fantasyfootballcalculator,ppr,2403,2020
Aaron Rodgers,QB,GB,94.3,fantasyfootballcalculator,ppr,2403,2020
Latavius Murray,RB,NO,94.9,fantasyfootballcalculator,ppr,2403,2020
Marvin Jones Jr.,WR,DET,95.1,fantasyfootballcalculator,ppr,2403,2020
Tevin Coleman,RB,SF,96.4,fantasyfootballcalculator,ppr,2403,2020
Alexander Mattison,RB,MIN,96.7,fantasyfootballcalculator,ppr,2403,2020
Kerryon Johnson,RB,DET,97.2,fantasyfootballcalculator,ppr,2403,2020
Hunter Henry,TE,LAC,98.0,fantasyfootballcalculator,ppr,2403,2020
Emmanuel Sanders,WR,NO,100.0,fantasyfootballcalculator,ppr,2403,2020
Chase Edmonds,RB,ARI,101.1,fantasyfootballcalculator,ppr,2403,2020
Damien Harris,RB,NE,101.1,fantasyfootballcalculator,ppr,2403,2020
Josh Allen,QB,BUF,101.5,fantasyfootballcalculator,ppr,2403,2020
Jamison Crowder,WR,NYJ,102.6,fantasyfootballcalculator,ppr,2403,2020
Henry Ruggs III,WR,LV,104.5,fantasyfootballcalculator,ppr,2403,2020
Mecole Hardman Jr.,WR,KC,106.1,fantasyfootballcalculator,ppr,2403,2020
San Francisco Defense,DST,SF,106.3,fantasyfootballcalculator,ppr,2403,2020
Sony Michel,RB,NE,107.4,fantasyfootballcalculator,ppr,2403,2020
Carson Wentz,QB,PHI,107.9,fantasyfootballcalculator,ppr,2403,2020
Jalen Reagor,WR,PHI,109.5,fantasyfootballcalculator,ppr,2403,2020
Matthew Stafford,QB,DET,111.3,fantasyfootballcalculator,ppr,2403,2020
AJ Dillon,RB,GB,111.9,fantasyfootballcalculator,ppr,2403,2020
Jerry Jeudy,WR,DEN,112.3,fantasyfootballcalculator,ppr,2403,2020
Darius Slayton,WR,NYG,113.2,fantasyfootballcalculator,ppr,2403,2020
Darrell Henderson Jr.,RB,LAR,114.1,fantasyfootballcalculator,ppr,2403,2020
Jared Cook,TE,NO,115.2,fantasyfootballcalculator,ppr,2403,2020
Christian Kirk,WR,ARI,116.9,fantasyfootballcalculator,ppr,2403,2020
Adrian Peterson,RB,DET,118.4,fantasyfootballcalculator,ppr,2403,2020
Sterling Shepard,WR,NYG,118.9,fantasyfootballcalculator,ppr,2403,2020
Baltimore Defense,DST,BAL,119.3,fantasyfootballcalculator,ppr,2403,2020
Tony Pollard,RB,DAL,119.4,fantasyfootballcalculator,ppr,2403,2020
Noah Fant,TE,DEN,119.6,fantasyfootballcalculator,ppr,2403,2020
Pittsburgh Defense,DST,PIT,119.6,fantasyfootballcalculator,ppr,2403,2020
Boston Scott,RB,PHI,120.1,fantasyfootballcalculator,ppr,2403,2020
Cam Newton,QB,NE,120.7,fantasyfootballcalculator,ppr,2403,2020
Justin Jefferson,WR,MIN,121.5,fantasyfootballcalculator,ppr,2403,2020
Daniel Jones,QB,NYG,125.4,fantasyfootballcalculator,ppr,2403,2020
Buffalo Defense,DST,BUF,126.3,fantasyfootballcalculator,ppr,2403,2020
Bryce Love,RB,WAS,126.8,fantasyfootballcalculator,ppr,2403,2020
Anthony Miller,WR,CHI,126.9,fantasyfootballcalculator,ppr,2403,2020
DeSean Jackson,WR,PHI,127.1,fantasyfootballcalculator,ppr,2403,2020
Ben Roethlisberger,QB,PIT,129.5,fantasyfootballcalculator,ppr,2403,2020
Preston Williams,WR,MIA,130.9,fantasyfootballcalculator,ppr,2403,2020
Duke Johnson,RB,HOU,131.0,fantasyfootballcalculator,ppr,2403,2020
Allen Lazard,WR,GB,131.0,fantasyfootballcalculator,ppr,2403,2020
Ke'Shawn Vaughn,RB,TB,134.4,fantasyfootballcalculator,ppr,2403,2020
Ryquell Armstead,RB,JAX,135.3,fantasyfootballcalculator,ppr,2403,2020
Joe Burrow,QB,CIN,135.7,fantasyfootballcalculator,ppr,2403,2020
Brandon Aiyuk,WR,SF,135.9,fantasyfootballcalculator,ppr,2403,2020
Austin Hooper,TE,CLE,136.7,fantasyfootballcalculator,ppr,2403,2020
Chicago Defense,DST,CHI,136.7,fantasyfootballcalculator,ppr,2403,2020
Justin Jackson,RB,LAC,137.6,fantasyfootballcalculator,ppr,2403,2020
Nyheim Hines,RB,IND,139.9,fantasyfootballcalculator,ppr,2403,2020
New England Defense,DST,NE,140.2,fantasyfootballcalculator,ppr,2403,2020
Sammy Watkins,WR,KC,140.5,fantasyfootballcalculator,ppr,2403,2020
T.J. Hockenson,TE,DET,143.1,fantasyfootballcalculator,ppr,2403,2020
Baker Mayfield,QB,CLE,144.7,fantasyfootballcalculator,ppr,2403,2020
Golden Tate,WR,NYG,145.3,fantasyfootballcalculator,ppr,2403,2020
Mike Gesicki,TE,MIA,146.5,fantasyfootballcalculator,ppr,2403,2020
Jared Goff,QB,LAR,147.2,fantasyfootballcalculator,ppr,2403,2020
LA Chargers Defense,DST,LAC,147.5,fantasyfootballcalculator,ppr,2403,2020
John Brown,WR,BUF,149.1,fantasyfootballcalculator,ppr,2403,2020
Chris Thompson,RB,JAX,149.6,fantasyfootballcalculator,ppr,2403,2020
Michael Pittman Jr.,WR,IND,151.7,fantasyfootballcalculator,ppr,2403,2020
Darrel Williams,RB,KC,152.3,fantasyfootballcalculator,ppr,2403,2020
Jerick McKinnon,RB,SF,152.3,fantasyfootballcalculator,ppr,2403,2020
Benny Snell Jr.,RB,PIT,152.9,fantasyfootballcalculator,ppr,2403,2020
Breshad Perriman,WR,NYJ,153.0,fantasyfootballcalculator,ppr,2403,2020
Jonnu Smith,TE,TEN,153.6,fantasyfootballcalculator,ppr,2403,2020
Jack Doyle,TE,IND,153.7,fantasyfootballcalculator,ppr,2403,2020
Chris Herndon,TE,NYJ,153.9,fantasyfootballcalculator,ppr,2403,2020
Tampa Bay Defense,DST,TB,154.2,fantasyfootballcalculator,ppr,2403,2020
Blake Jarwin,TE,DAL,154.4,fantasyfootballcalculator,ppr,2403,2020
Joshua Kelley,RB,LAC,154.5,fantasyfootballcalculator,ppr,2403,2020
LeSean McCoy,RB,TB,156.0,fantasyfootballcalculator,ppr,2403,2020
Ryan Tannehill,QB,TEN,156.4,fantasyfootballcalculator,ppr,2403,2020
Carlos Hyde,RB,SEA,156.5,fantasyfootballcalculator,ppr,2403,2020
Jimmy Garoppolo,QB,SF,157.2,fantasyfootballcalculator,ppr,2403,2020
Parris Campbell,WR,IND,158.4,fantasyfootballcalculator,ppr,2403,2020
N'Keal Harry,WR,NE,159.0,fantasyfootballcalculator,ppr,2403,2020
Gardner Minshew II,QB,JAX,159.2,fantasyfootballcalculator,ppr,2403,2020
Philip Rivers,QB,IND,159.6,fantasyfootballcalculator,ppr,2403,2020
Seattle Defense,DST,SEA,160.3,fantasyfootballcalculator,ppr,2403,2020
Dallas Defense,DST,DAL,161.0,fantasyfootballcalculator,ppr,2403,2020
DeAndre Washington,RB,MIA,161.4,fantasyfootballcalculator,ppr,2403,2020
Mike Williams,WR,LAC,161.9,fantasyfootballcalculator,ppr,2403,2020
Drew Lock,QB,DEN,162.4,fantasyfootballcalculator,ppr,2403,2020
Larry Fitzgerald,WR,ARI,162.8,fantasyfootballcalculator,ppr,2403,2020
Minnesota Defense,DST,MIN,163.1,fantasyfootballcalculator,ppr,2403,2020
New Orleans Defense,DST,NO,163.6,fantasyfootballcalculator,ppr,2403,2020
Curtis Samuel,WR,CAR,163.9,fantasyfootballcalculator,ppr,2403,2020
Robbie Chosen,WR,CAR,163.9,fantasyfootballcalculator,ppr,2403,2020
Bryan Edwards,WR,LV,164.2,fantasyfootballcalculator,ppr,2403,2020
Kansas City Defense,DST,KC,167.1,fantasyfootballcalculator,ppr,2403,2020
Philadelphia Defense,DST,PHI,169.1,fantasyfootballcalculator,ppr,2403,2020
Indianapolis Defense,DST,IND,170.3,fantasyfootballcalculator,ppr,2403,2020
