name,position,team,AVG,source,format,drafts,season
Kaleb Johnson,RB,PIT,79.2,fantasyfootballcalculator,ppr,8470,2025
Rome Odunze,WR,CHI,80.3,fantasyfootballcalculator,ppr,8470,2025
Rashee Rice,WR,KC,82.5,fantasyfootballcalculator,ppr,8470,2025
Jauan Jennings,WR,FA,83.5,fantasyfootballcalculator,ppr,8470,2025
Emeka Egbuka,WR,TB,84.2,fantasyfootballcalculator,ppr,8470,2025
Austin Ekeler,RB,FA,84.3,fantasyfootballcalculator,ppr,8470,2025
Dak Prescott,QB,DAL,84.7,fantasyfootballcalculator,ppr,8470,2025
Khalil Shakir,WR,BUF,85.1,fantasyfootballcalculator,ppr,8470,2025
Kyler Murray,QB,MIN,86.0,fantasyfootballcalculator,ppr,8470,2025
Mark Andrews,TE,BAL,87.2,fantasyfootballcalculator,ppr,8470,2025
Michael Pittman Jr.,WR,PIT,87.2,fantasyfootballcalculator,ppr,8470,2025
Cooper Kupp,WR,SEA,92.0,fantasyfootballcalculator,ppr,8470,2025
Dallas Defense,DST,DAL,92.5,fantasyfootballcalculator,ppr,8470,2025
Josh Downs,WR,IND,93.4,fantasyfootballcalculator,ppr,8470,2025
Evan Engram,TE,DEN,93.5,fantasyfootballcalculator,ppr,8470,2025
J.K. Dobbins,RB,DEN,94.0,fantasyfootballcalculator,ppr,8470,2025
Jared Goff,QB,DET,97.8,fantasyfootballcalculator,ppr,8470,2025
NY Giants Defense,DST,NYG,98.7,fantasyfootballcalculator,ppr,8470,2025
Jordan Addison,WR,MIN,98.8,fantasyfootballcalculator,ppr,8470,2025
Zach Charbonnet,RB,SEA,99.4,fantasyfootballcalculator,ppr,8470,2025
Chris Godwin Jr.,WR,TB,99.8,fantasyfootballcalculator,ppr,8470,2025
Keon Coleman,WR,BUF,101.2,fantasyfootballcalculator,ppr,8470,2025
Travis Etienne Jr.,RB,NO,101.2,fantasyfootballcalculator,ppr,8470,2025
Caleb Williams,QB,CHI,102.3,fantasyfootballcalculator,ppr,8470,2025
Jayden Reed,WR,GB,103.6,fantasyfootballcalculator,ppr,8470,2025
Jordan Mason,RB,MIN,104.9,fantasyfootballcalculator,ppr,8470,2025
Darnell Mooney,WR,NYG,105.9,fantasyfootballcalculator,ppr,8470,2025
Rashid Shaheed,WR,SEA,106.0,fantasyfootballcalculator,ppr,8470,2025
Denver Defense,DST,DEN,106.1,fantasyfootballcalculator,ppr,8470,2025
Tyler Warren,TE,IND,106.2,fantasyfootballcalculator,ppr,8470,2025
J.J. McCarthy,QB,MIN,107.1,fantasyfootballcalculator,ppr,8470,2025
Jacory Croskey-Merritt,RB,WAS,107.5,fantasyfootballcalculator,ppr,8470,2025
Justin Herbert,QB,LAC,110.1,fantasyfootballcalculator,ppr,8470,2025
Justin Fields,QB,KC,110.4,fantasyfootballcalculator,ppr,8470,2025
Drake Maye,QB,NE,110.4,fantasyfootballcalculator,ppr,8470,2025
Joe Mixon,RB,FA,113.3,fantasyfootballcalculator,ppr,8470,2025
Tucker Kraft,TE,GB,113.9,fantasyfootballcalculator,ppr,8470,2025
Pittsburgh Defense,DST,PIT,114.6,fantasyfootballcalculator,ppr,8470,2025
Javonte Williams,RB,DAL,116.3,fantasyfootballcalculator,ppr,8470,2025
Keenan Allen,WR,FA,116.5,fantasyfootballcalculator,ppr,8470,2025
Philadelphia Defense,DST,PHI,116.6,fantasyfootballcalculator,ppr,8470,2025
Baltimore Defense,DST,BAL,118.0,fantasyfootballcalculator,ppr,8470,2025
Jake Ferguson,TE,DAL,118.4,fantasyfootballcalculator,ppr,8470,2025
Rhamondre Stevenson,RB,NE,119.7,fantasyfootballcalculator,ppr,8470,2025
Christian Kirk,WR,SF,121.0,fantasyfootballcalculator,ppr,8470,2025
Trevor Lawrence,QB,JAX,121.1,fantasyfootballcalculator,ppr,8470,2025
Cedric Tillman,WR,CLE,121.1,fantasyfootballcalculator,ppr,8470,2025
Jordan Love,QB,GB,122.3,fantasyfootballcalculator,ppr,8470,2025
Quinshon Judkins,RB,CLE,125.4,fantasyfootballcalculator,ppr,8470,2025
Marvin Mims Jr.,WR,DEN,125.9,fantasyfootballcalculator,ppr,8470,2025
Wan'Dale Robinson,WR,TEN,127.2,fantasyfootballcalculator,ppr,8470,2025
Hollywood Brown,WR,FA,127.9,fantasyfootballcalculator,ppr,8470,2025
Buffalo Defense,DST,BUF,128.3,fantasyfootballcalculator,ppr,8470,2025
Cam Skattebo,RB,NYG,129.2,fantasyfootballcalculator,ppr,8470,2025
C.J. Stroud,QB,HOU,129.4,fantasyfootballcalculator,ppr,8470,2025
Jayden Higgins,WR,HOU,129.8,fantasyfootballcalculator,ppr,8470,2025
Jerome Ford,RB,WAS,130.8,fantasyfootballcalculator,ppr,8470,2025
Dallas Goedert,TE,PHI,131.1,fantasyfootballcalculator,ppr,8470,2025
Adam Thielen,WR,FA,131.3,fantasyfootballcalculator,ppr,8470,2025
Romeo Doubs,WR,NE,132.5,fantasyfootballcalculator,ppr,8470,2025
Rashod Bateman,WR,BAL,133.2,fantasyfootballcalculator,ppr,8470,2025
Tank Bigsby,RB,PHI,134.3,fantasyfootballcalculator,ppr,8470,2025
Nick Chubb,RB,FA,136.1,fantasyfootballcalculator,ppr,8470,2025
Houston Defense,DST,HOU,137.1,fantasyfootballcalculator,ppr,8470,2025
Dalton Kincaid,TE,BUF,137.5,fantasyfootballcalculator,ppr,8470,2025
Rachaad White,RB,WAS,138.4,fantasyfootballcalculator,ppr,8470,2025
Tua Tagovailoa,QB,ATL,138.5,fantasyfootballcalculator,ppr,8470,2025
Tyjae Spears,RB,TEN,139.0,fantasyfootballcalculator,ppr,8470,2025
Joshua Palmer,WR,BUF,140.6,fantasyfootballcalculator,ppr,8470,2025
Xavier Legette,WR,CAR,140.7,fantasyfootballcalculator,ppr,8470,2025
Colston Loveland,TE,CHI,141.2,fantasyfootballcalculator,ppr,8470,2025
Trey Benson,RB,ARI,142.2,fantasyfootballcalculator,ppr,8470,2025
Kyle Pitts Sr.,TE,ATL,142.3,fantasyfootballcalculator,ppr,8470,2025
DeMario Douglas,WR,NE,142.7,fantasyfootballcalculator,ppr,8470,2025
Jaydon Blue,RB,DAL,144.0,fantasyfootballcalculator,ppr,8470,2025
Green Bay Defense,DST,GB,145.6,fantasyfootballcalculator,ppr,8470,2025
Minnesota Defense,DST,MIN,146.0,fantasyfootballcalculator,ppr,8470,2025
Brandon Aiyuk,WR,SF,146.1,fantasyfootballcalculator,ppr,8470,2025
Detroit Defense,DST,DET,146.1,fantasyfootballcalculator,ppr,8470,2025
Dylan Sampson,RB,CLE,146.4,fantasyfootballcalculator,ppr,8470,2025
Chris Rodriguez Jr.,RB,JAX,148.0,fantasyfootballcalculator,ppr,8470,2025
Braelon Allen,RB,NYJ,148.0,fantasyfootballcalculator,ppr,8470,2025
Brian Robinson,RB,FA,149.0,fantasyfootballcalculator,ppr,8470,2025
NY Jets Defense,DST,NYJ,149.2,fantasyfootballcalculator,ppr,8470,2025
Geno Smith,QB,NYJ,149.6,fantasyfootballcalculator,ppr,8470,2025
Matthew Stafford,QB,LAR,149.7,fantasyfootballcalculator,ppr,8470,2025
Zach Ertz,TE,FA,149.8,fantasyfootballcalculator,ppr,8470,2025
Dont'e Thornton Jr.,WR,LV,150.1,fantasyfootballcalculator,ppr,8470,2025
Isaiah Likely,TE,NYG,150.2,fantasyfootballcalculator,ppr,8470,2025
Hunter Henry,TE,NE,150.2,fantasyfootballcalculator,ppr,8470,2025
Luther Burden III,WR,CHI,150.7,fantasyfootballcalculator,ppr,8470,2025
Will Shipley,RB,PHI,151.2,fantasyfootballcalculator,ppr,8470,2025
Mason Taylor,TE,NYJ,151.9,fantasyfootballcalculator,ppr,8470,2025
Jalen Coker,WR,CAR,152.0,fantasyfootballcalculator,ppr,8470,2025
Michael Wilson,WR,ARI,152.3,fantasyfootballcalculator,ppr,8470,2025
LA Rams Defense,DST,LAR,152.3,fantasyfootballcalculator,ppr,8470,2025
Bhayshul Tuten,RB,JAX,152.7,fantasyfootballcalculator,ppr,8470,2025
Ollie Gordon II,RB,MIA,152.9,fantasyfootballcalculator,ppr,8470,2025
Jonnu Smith,TE,FA,152.9,fantasyfootballcalculator,ppr,8470,2025
Michael Penix Jr.,QB,ATL,153.2,fantasyfootballcalculator,ppr,8470,2025
Bryce Young,QB,CAR,153.3,fantasyfootballcalculator,ppr,8470,2025
Tory Horton,WR,SEA,153.6,fantasyfootballcalculator,ppr,8470,2025
Najee Harris,RB,FA,153.9,fantasyfootballcalculator,ppr,8470,2025
Tyler Allgeier,RB,ARI,154.5,fantasyfootballcalculator,ppr,8470,2025
Chig Okonkwo,TE,WAS,154.7,fantasyfootballcalculator,ppr,8470,2025
Tampa Bay Defense,DST,TB,154.9,fantasyfootballcalculator,ppr,8470,2025
Chicago Defense,DST,CHI,155.1,fantasyfootballcalculator,ppr,8470,2025
Tre' Harris,WR,LAC,155.4,fantasyfootballcalculator,ppr,8470,2025
Ray Davis,RB,BUF,155.9,fantasyfootballcalculator,ppr,8470,2025
Cleveland Defense,DST,CLE,155.9,fantasyfootballcalculator,ppr,8470,2025
Isaac TeSlaa,WR,DET,156.7,fantasyfootballcalculator,ppr,8470,2025
Kyle Monangai,RB,CHI,156.8,fantasyfootballcalculator,ppr,8470,2025
San Francisco Defense,DST,SF,156.9,fantasyfootballcalculator,ppr,8470,2025
Arizona Defense,DST,ARI,157.1,fantasyfootballcalculator,ppr,8470,2025
Woody Marks,RB,HOU,157.3,fantasyfootballcalculator,ppr,8470,2025
Troy Franklin,WR,DEN,157.7,fantasyfootballcalculator,ppr,8470,2025
New England Defense,DST,NE,158.4,fantasyfootballcalculator,ppr,8470,2025
Amari Cooper,WR,FA,159.4,fantasyfootballcalculator,ppr,8470,2025
Washington Defense,DST,WAS,159.5,fantasyfootballcalculator,ppr,8470,2025
Cam Ward,QB,TEN,159.8,fantasyfootballcalculator,ppr,8470,2025
Brenton Strange,TE,JAX,161.3,fantasyfootballcalculator,ppr,8470,2025
LA Chargers Defense,DST,LAC,162.3,fantasyfootballcalculator,ppr,8470,2025
Quentin Johnston,WR,LAC,162.8,fantasyfootballcalculator,ppr,8470,2025
Tyler Lockett,WR,FA,163.5,fantasyfootballcalculator,ppr,8470,2025
Aaron Rodgers,QB,FA,163.6,fantasyfootballcalculator,ppr,8470,2025
Kansas City Defense,DST,KC,163.6,fantasyfootballcalculator,ppr,8470,2025
Seattle Defense,DST,SEA,164.2,fantasyfootballcalculator,ppr,8470,2025
Jaxson Dart,QB,NYG,165.1,fantasyfootballcalculator,ppr,8470,2025
Kyle Williams,WR,NE,165.5,fantasyfootballcalculator,ppr,8470,2025
Darius Slayton,WR,NYG,165.9,fantasyfootballcalculator,ppr,8470,2025
Andrei Iosivas,WR,CIN,166.3,fantasyfootballcalculator,ppr,8470,2025
DeAndre Hopkins,WR,FA,166.5,fantasyfootballcalculator,ppr,8470,2025
Sam Darnold,QB,SEA,166.7,fantasyfootballcalculator,ppr,8470,2025
Mike Gesicki,TE,CIN,166.7,fantasyfootballcalculator,ppr,8470,2025
Pat Bryant,WR,DEN,167.2,fantasyfootballcalculator,ppr,8470,2025
Justice Hill,RB,BAL,167.3,fantasyfootballcalculator,ppr,8470,2025
Calvin Austin III,WR,NYG,167.7,fantasyfootballcalculator,ppr,8470,2025
Ray-Ray McCloud III,WR,FA,167.8,fantasyfootballcalculator,ppr,8470,2025
Darren Waller,TE,FA,168.4,fantasyfootballcalculator,ppr,8470,2025
Cade Otton,TE,TB,168.4,fantasyfootballcalculator,ppr,8470,2025
Jack Bech,WR,LV,170.0,fantasyfootballcalculator,ppr,8470,2025
Rico Dowdle,RB,PIT,171.1,fantasyfootballcalculator,ppr,8470,2025
Jaylen Wright,RB,MIA,171.8,fantasyfootballcalculator,ppr,8470,2025
Alec Pierce,WR,IND,173.1,fantasyfootballcalculator,ppr,8470,2025
Kareem Hunt,RB,FA,173.8,fantasyfootballcalculator,ppr,8470,2025
Keaton Mitchell,RB,LAC,174.3,fantasyfootballcalculator,ppr,8470,2025
Elic Ayomanor,WR,TEN,177.0,fantasyfootballcalculator,ppr,8470,2025
