name,position,team,AVG,source,format,drafts,season
Chris Ivory,RB,JAX,84.1,fantasyfootballcalculator,ppr,956,2016
Sterling Shepard,WR,NYG,84.7,fantasyfootballcalculator,ppr,956,2016
Blake Bortles,QB,JAX,86.1,fantasyfootballcalculator,ppr,956,2016
Charles Sims,RB,TB,87.2,fantasyfootballcalculator,ppr,956,2016
Zach Ertz,TE,PHI,88.2,fantasyfootballcalculator,ppr,956,2016
Justin Forsett,RB,BAL,90.7,fantasyfootballcalculator,ppr,956,2016
James White,RB,NE,90.9,fantasyfootballcalculator,ppr,956,2016
LeGarrette Blount,RB,NE,91.6,fantasyfootballcalculator,ppr,956,2016
DeVante Parker,WR,MIA,91.7,fantasyfootballcalculator,ppr,956,2016
Willie Snead IV,WR,NO,92.1,fantasyfootballcalculator,ppr,956,2016
Eli Manning,QB,NYG,93.3,fantasyfootballcalculator,ppr,956,2016
TJ Yeldon,RB,JAX,93.7,fantasyfootballcalculator,ppr,956,2016
Philip Rivers,QB,LAC,96.8,fantasyfootballcalculator,ppr,956,2016
Kevin White,WR,CHI,97.7,fantasyfootballcalculator,ppr,956,2016
Julius Thomas,TE,JAX,98.0,fantasyfootballcalculator,ppr,956,2016
Devin Funchess,WR,CAR,98.5,fantasyfootballcalculator,ppr,956,2016
Stefon Diggs,WR,MIN,99.2,fantasyfootballcalculator,ppr,956,2016
Christine Michael,RB,SEA,99.6,fantasyfootballcalculator,ppr,956,2016
Theo Riddick,RB,DET,99.8,fantasyfootballcalculator,ppr,956,2016
Antonio Gates,TE,LAC,101.7,fantasyfootballcalculator,ppr,956,2016
Denver Defense,DST,DEN,103.5,fantasyfootballcalculator,ppr,956,2016
Derek Carr,QB,LV,103.5,fantasyfootballcalculator,ppr,956,2016
Travis Benjamin,WR,LAC,104.2,fantasyfootballcalculator,ppr,956,2016
Kamar Aiken,WR,BAL,105.8,fantasyfootballcalculator,ppr,956,2016
Bilal Powell,RB,NYJ,105.9,fantasyfootballcalculator,ppr,956,2016
Isaiah Crowell,RB,CLE,106.9,fantasyfootballcalculator,ppr,956,2016
Tyler Eifert,TE,CIN,108.4,fantasyfootballcalculator,ppr,956,2016
Kirk Cousins,QB,WAS,109.6,fantasyfootballcalculator,ppr,956,2016
Tavon Austin,WR,LAR,109.8,fantasyfootballcalculator,ppr,956,2016
Arizona Defense,DST,ARI,109.9,fantasyfootballcalculator,ppr,956,2016
Jay Ajayi,RB,MIA,111.3,fantasyfootballcalculator,ppr,956,2016
Corey Coleman,WR,CLE,112.2,fantasyfootballcalculator,ppr,956,2016
Seattle Defense,DST,SEA,114.1,fantasyfootballcalculator,ppr,956,2016
Tyrod Taylor,QB,BUF,114.3,fantasyfootballcalculator,ppr,956,2016
Tajae Sharpe,WR,TEN,115.1,fantasyfootballcalculator,ppr,956,2016
Darren Sproles,RB,PHI,116.8,fantasyfootballcalculator,ppr,956,2016
Martellus Bennett,TE,NE,117.3,fantasyfootballcalculator,ppr,956,2016
Matthew Stafford,QB,DET,118.6,fantasyfootballcalculator,ppr,956,2016
Michael Thomas,WR,NO,118.7,fantasyfootballcalculator,ppr,956,2016
Tevin Coleman,RB,ATL,119.5,fantasyfootballcalculator,ppr,956,2016
Vincent Jackson,WR,TB,119.9,fantasyfootballcalculator,ppr,956,2016
Markus Wheaton,WR,PIT,122.3,fantasyfootballcalculator,ppr,956,2016
Jameis Winston,QB,TB,123.4,fantasyfootballcalculator,ppr,956,2016
Carolina Defense,DST,CAR,123.6,fantasyfootballcalculator,ppr,956,2016
Steve Smith,WR,BAL,124.6,fantasyfootballcalculator,ppr,956,2016
Spencer Ware,RB,KC,125.8,fantasyfootballcalculator,ppr,956,2016
DeAndre Washington,RB,LV,126.2,fantasyfootballcalculator,ppr,956,2016
Torrey Smith,WR,SF,127.3,fantasyfootballcalculator,ppr,956,2016
Houston Defense,DST,HOU,130.1,fantasyfootballcalculator,ppr,956,2016
Dion Lewis,RB,NE,130.2,fantasyfootballcalculator,ppr,956,2016
Alfred Morris,RB,DAL,130.2,fantasyfootballcalculator,ppr,956,2016
Will Fuller,WR,HOU,130.4,fantasyfootballcalculator,ppr,956,2016
Dwayne Allen,TE,IND,131.2,fantasyfootballcalculator,ppr,956,2016
Andy Dalton,QB,CIN,132.7,fantasyfootballcalculator,ppr,956,2016
Kansas City Defense,DST,KC,133.4,fantasyfootballcalculator,ppr,956,2016
Mohamed Sanu,WR,ATL,134.1,fantasyfootballcalculator,ppr,956,2016
Marcus Mariota,QB,TEN,136.3,fantasyfootballcalculator,ppr,956,2016
Jared Cook,TE,GB,137.0,fantasyfootballcalculator,ppr,956,2016
Tyler Boyd,WR,CIN,137.6,fantasyfootballcalculator,ppr,956,2016
Rishard Matthews,WR,TEN,138.3,fantasyfootballcalculator,ppr,956,2016
Devontae Booker,RB,DEN,140.9,fantasyfootballcalculator,ppr,956,2016
Chris Hogan,WR,NE,142.6,fantasyfootballcalculator,ppr,956,2016
Jimmy Graham,TE,SEA,144.3,fantasyfootballcalculator,ppr,956,2016
Dak Prescott,QB,DAL,144.8,fantasyfootballcalculator,ppr,956,2016
NY Jets Defense,DST,NYJ,145.8,fantasyfootballcalculator,ppr,956,2016
Matt Ryan,QB,ATL,146.5,fantasyfootballcalculator,ppr,956,2016
Minnesota Defense,DST,MIN,147.8,fantasyfootballcalculator,ppr,956,2016
Jerick McKinnon,RB,MIN,148.8,fantasyfootballcalculator,ppr,956,2016
Phillip Dorsett II,WR,IND,148.9,fantasyfootballcalculator,ppr,956,2016
Shane Vereen,RB,NYG,149.9,fantasyfootballcalculator,ppr,956,2016
Ryan Fitzpatrick,QB,NYJ,151.1,fantasyfootballcalculator,ppr,956,2016
Kenny Stills,WR,MIA,151.2,fantasyfootballcalculator,ppr,956,2016
Jason Witten,TE,DAL,151.2,fantasyfootballcalculator,ppr,956,2016
New England Defense,DST,NE,152.2,fantasyfootballcalculator,ppr,956,2016
Mike Wallace,WR,BAL,153.2,fantasyfootballcalculator,ppr,956,2016
Ted Ginn Jr,WR,CAR,153.5,fantasyfootballcalculator,ppr,956,2016
James Starks,RB,GB,154.9,fantasyfootballcalculator,ppr,956,2016
Chris Thompson,RB,WAS,155.2,fantasyfootballcalculator,ppr,956,2016
Sammie Coates,WR,PIT,156.1,fantasyfootballcalculator,ppr,956,2016
Zach Miller,TE,CHI,157.4,fantasyfootballcalculator,ppr,956,2016
Ryan Tannehill,QB,MIA,157.4,fantasyfootballcalculator,ppr,956,2016
Terrelle Pryor,WR,CLE,157.7,fantasyfootballcalculator,ppr,956,2016
Terrance West,RB,BAL,158.5,fantasyfootballcalculator,ppr,956,2016
LA Rams Defense,DST,LAR,158.9,fantasyfootballcalculator,ppr,956,2016
Robert Griffin III,QB,CLE,159.3,fantasyfootballcalculator,ppr,956,2016
Dorial Green-Beckham,WR,PHI,159.3,fantasyfootballcalculator,ppr,956,2016
Chris Johnson,RB,ARI,159.4,fantasyfootballcalculator,ppr,956,2016
Cincinnati Defense,DST,CIN,160.9,fantasyfootballcalculator,ppr,956,2016
Brock Osweiler,QB,HOU,163.3,fantasyfootballcalculator,ppr,956,2016
Las Vegas Defense,DST,LV,164.7,fantasyfootballcalculator,ppr,956,2016
Philadelphia Defense,DST,PHI,165.4,fantasyfootballcalculator,ppr,956,2016
Green Bay Defense,DST,GB,167.1,fantasyfootballcalculator,ppr,956,2016
