name,position,team,AVG,source,format,drafts,season
Travis Etienne Jr.,RB,JAX,33.6,fantasyfootballcalculator,ppr,1633,2022
DJ Moore,WR,CAR,35.9,fantasyfootballcalculator,ppr,1633,2022
Terry McLaurin,WR,WAS,38.0,fantasyfootballcalculator,ppr,1633,2022
Patrick Mahomes,QB,KC,38.3,fantasyfootballcalculator,ppr,1633,2022
J.K. Dobbins,RB,BAL,38.8,fantasyfootballcalculator,ppr,1633,2022
David Montgomery,RB,CHI,39.3,fantasyfootballcalculator,ppr,1633,2022
Mike Williams,WR,LAC,39.6,fantasyfootballcalculator,ppr,1633,2022
Elijah Mitchell,RB,SF,42.4,fantasyfootballcalculator,ppr,1633,2022
Diontae Johnson,WR,PIT,43.4,fantasyfootballcalculator,ppr,1633,2022
George Kittle,TE,SF,44.2,fantasyfootballcalculator,ppr,1633,2022
Breece Hall,RB,NYJ,44.4,fantasyfootballcalculator,ppr,1633,2022
Courtland Sutton,WR,DEN,45.3,fantasyfootballcalculator,ppr,1633,2022
Joe Burrow,QB,CIN,46.1,fantasyfootballcalculator,ppr,1633,2022
Josh Jacobs,RB,LV,46.8,fantasyfootballcalculator,ppr,1633,2022
Jaylen Waddle,WR,MIA,47.7,fantasyfootballcalculator,ppr,1633,2022
AJ Dillon,RB,GB,48.7,fantasyfootballcalculator,ppr,1633,2022
Darren Waller,TE,LV,50.4,fantasyfootballcalculator,ppr,1633,2022
Lamar Jackson,QB,BAL,51.3,fantasyfootballcalculator,ppr,1633,2022
DK Metcalf,WR,SEA,51.4,fantasyfootballcalculator,ppr,1633,2022
Michael Thomas,WR,NO,52.3,fantasyfootballcalculator,ppr,1633,2022
Allen Robinson II,WR,LAR,53.5,fantasyfootballcalculator,ppr,1633,2022
Clyde Edwards-Helaire,RB,KC,54.3,fantasyfootballcalculator,ppr,1633,2022
Jalen Hurts,QB,PHI,56.3,fantasyfootballcalculator,ppr,1633,2022
Chris Godwin Jr.,WR,TB,56.5,fantasyfootballcalculator,ppr,1633,2022
Brandin Cooks,WR,HOU,56.7,fantasyfootballcalculator,ppr,1633,2022
Damien Harris,RB,NE,59.8,fantasyfootballcalculator,ppr,1633,2022
Kyler Murray,QB,ARI,61.6,fantasyfootballcalculator,ppr,1633,2022
Jerry Jeudy,WR,DEN,61.7,fantasyfootballcalculator,ppr,1633,2022
Miles Sanders,RB,PHI,61.7,fantasyfootballcalculator,ppr,1633,2022
Dalton Schultz,TE,DAL,62.6,fantasyfootballcalculator,ppr,1633,2022
Gabe Davis,WR,BUF,62.9,fantasyfootballcalculator,ppr,1633,2022
Rashaad Penny,RB,SEA,63.3,fantasyfootballcalculator,ppr,1633,2022
Adam Thielen,WR,MIN,63.8,fantasyfootballcalculator,ppr,1633,2022
Darnell Mooney,WR,CHI,68.1,fantasyfootballcalculator,ppr,1633,2022
Hollywood Brown,WR,ARI,68.7,fantasyfootballcalculator,ppr,1633,2022
Kareem Hunt,RB,CLE,68.9,fantasyfootballcalculator,ppr,1633,2022
Chase Edmonds,RB,DEN,69.6,fantasyfootballcalculator,ppr,1633,2022
Dameon Pierce,RB,HOU,70.5,fantasyfootballcalculator,ppr,1633,2022
Tony Pollard,RB,DAL,70.8,fantasyfootballcalculator,ppr,1633,2022
Hunter Renfrow,WR,LV,71.2,fantasyfootballcalculator,ppr,1633,2022
Russell Wilson,QB,DEN,72.5,fantasyfootballcalculator,ppr,1633,2022
Amon-Ra St. Brown,WR,DET,73.4,fantasyfootballcalculator,ppr,1633,2022
Devin Singletary,RB,BUF,74.4,fantasyfootballcalculator,ppr,1633,2022
Dallas Goedert,TE,PHI,75.2,fantasyfootballcalculator,ppr,1633,2022
JuJu Smith-Schuster,WR,KC,75.9,fantasyfootballcalculator,ppr,1633,2022
Rhamondre Stevenson,RB,NE,76.0,fantasyfootballcalculator,ppr,1633,2022
Aaron Rodgers,QB,GB,80.2,fantasyfootballcalculator,ppr,1633,2022
Rashod Bateman,WR,BAL,81.0,fantasyfootballcalculator,ppr,1633,2022
Dak Prescott,QB,DAL,83.6,fantasyfootballcalculator,ppr,1633,2022
Amari Cooper,WR,CLE,84.2,fantasyfootballcalculator,ppr,1633,2022
Melvin Gordon III,RB,KC,85.4,fantasyfootballcalculator,ppr,1633,2022
DeVonta Smith,WR,PHI,86.6,fantasyfootballcalculator,ppr,1633,2022
Tom Brady,QB,TB,86.8,fantasyfootballcalculator,ppr,1633,2022
Elijah Moore,WR,NYJ,87.9,fantasyfootballcalculator,ppr,1633,2022
Zach Ertz,TE,ARI,89.0,fantasyfootballcalculator,ppr,1633,2022
Allen Lazard,WR,GB,89.5,fantasyfootballcalculator,ppr,1633,2022
DeAndre Hopkins,WR,ARI,90.0,fantasyfootballcalculator,ppr,1633,2022
Brandon Aiyuk,WR,SF,90.0,fantasyfootballcalculator,ppr,1633,2022
Matthew Stafford,QB,LAR,90.3,fantasyfootballcalculator,ppr,1633,2022
Cordarrelle Patterson,RB,ATL,91.4,fantasyfootballcalculator,ppr,1633,2022
James Cook III,RB,BUF,92.0,fantasyfootballcalculator,ppr,1633,2022
Kenneth Walker,RB,SEA,92.9,fantasyfootballcalculator,ppr,1633,2022
Nyheim Hines,RB,BUF,93.9,fantasyfootballcalculator,ppr,1633,2022
Christian Kirk,WR,JAX,96.2,fantasyfootballcalculator,ppr,1633,2022
Trey Lance,QB,SF,97.7,fantasyfootballcalculator,ppr,1633,2022
Pat Freiermuth,TE,PIT,100.0,fantasyfootballcalculator,ppr,1633,2022
James Robinson,RB,NYJ,101.5,fantasyfootballcalculator,ppr,1633,2022
Raheem Mostert,RB,MIA,101.9,fantasyfootballcalculator,ppr,1633,2022
Drake London,WR,ATL,102.2,fantasyfootballcalculator,ppr,1633,2022
Robert Woods,WR,TEN,102.5,fantasyfootballcalculator,ppr,1633,2022
Kadarius Toney,WR,KC,102.7,fantasyfootballcalculator,ppr,1633,2022
Derek Carr,QB,LV,103.1,fantasyfootballcalculator,ppr,1633,2022
Cole Kmet,TE,CHI,103.6,fantasyfootballcalculator,ppr,1633,2022
Kenny Gainwell,RB,PHI,105.8,fantasyfootballcalculator,ppr,1633,2022
Tyler Allgeier,RB,ATL,107.6,fantasyfootballcalculator,ppr,1633,2022
Kirk Cousins,QB,MIN,108.6,fantasyfootballcalculator,ppr,1633,2022
J.D. McKissic,RB,WAS,110.2,fantasyfootballcalculator,ppr,1633,2022
Chris Olave,WR,NO,110.4,fantasyfootballcalculator,ppr,1633,2022
Dawson Knox,TE,BUF,111.5,fantasyfootballcalculator,ppr,1633,2022
Darrell Henderson Jr.,RB,JAX,111.9,fantasyfootballcalculator,ppr,1633,2022
Tyler Lockett,WR,SEA,112.5,fantasyfootballcalculator,ppr,1633,2022
Brian Robinson,RB,WAS,112.7,fantasyfootballcalculator,ppr,1633,2022
Michael Carter,RB,NYJ,113.3,fantasyfootballcalculator,ppr,1633,2022
Antonio Gibson,RB,WAS,114.7,fantasyfootballcalculator,ppr,1633,2022
Buffalo Defense,DST,BUF,117.2,fantasyfootballcalculator,ppr,1633,2022
Isiah Pacheco,RB,KC,118.0,fantasyfootballcalculator,ppr,1633,2022
Skyy Moore,WR,KC,118.1,fantasyfootballcalculator,ppr,1633,2022
Michael Gallup,WR,DAL,118.2,fantasyfootballcalculator,ppr,1633,2022
T.J. Hockenson,TE,MIN,120.2,fantasyfootballcalculator,ppr,1633,2022
Julio Jones,WR,TB,120.9,fantasyfootballcalculator,ppr,1633,2022
Tua Tagovailoa,QB,MIA,121.2,fantasyfootballcalculator,ppr,1633,2022
Jamaal Williams,RB,DET,121.7,fantasyfootballcalculator,ppr,1633,2022
Tyler Boyd,WR,CIN,123.0,fantasyfootballcalculator,ppr,1633,2022
Rachaad White,RB,TB,123.3,fantasyfootballcalculator,ppr,1633,2022
George Pickens,WR,PIT,123.6,fantasyfootballcalculator,ppr,1633,2022
Alexander Mattison,RB,MIN,128.9,fantasyfootballcalculator,ppr,1633,2022
Marquez Valdes-Scantling,WR,KC,129.0,fantasyfootballcalculator,ppr,1633,2022
Treylon Burks,WR,TEN,129.3,fantasyfootballcalculator,ppr,1633,2022
Zamir White,RB,LV,130.5,fantasyfootballcalculator,ppr,1633,2022
LA Rams Defense,DST,LAR,131.5,fantasyfootballcalculator,ppr,1633,2022
Matt Ryan,QB,IND,132.9,fantasyfootballcalculator,ppr,1633,2022
Chase Claypool,WR,CHI,133.7,fantasyfootballcalculator,ppr,1633,2022
Romeo Doubs,WR,GB,134.1,fantasyfootballcalculator,ppr,1633,2022
Hunter Henry,TE,NE,134.1,fantasyfootballcalculator,ppr,1633,2022
DeVante Parker,WR,NE,134.9,fantasyfootballcalculator,ppr,1633,2022
Justin Fields,QB,CHI,138.0,fantasyfootballcalculator,ppr,1633,2022
Rondale Moore,WR,ARI,142.5,fantasyfootballcalculator,ppr,1633,2022
Trevor Lawrence,QB,JAX,142.9,fantasyfootballcalculator,ppr,1633,2022
Tampa Bay Defense,DST,TB,143.5,fantasyfootballcalculator,ppr,1633,2022
San Francisco Defense,DST,SF,144.1,fantasyfootballcalculator,ppr,1633,2022
Indianapolis Defense,DST,IND,145.6,fantasyfootballcalculator,ppr,1633,2022
Irv Smith Jr.,TE,MIN,146.0,fantasyfootballcalculator,ppr,1633,2022
Robert Tonyan,TE,GB,147.9,fantasyfootballcalculator,ppr,1633,2022
Jameis Winston,QB,NO,150.1,fantasyfootballcalculator,ppr,1633,2022
Isaiah McKenzie,WR,BUF,152.6,fantasyfootballcalculator,ppr,1633,2022
LA Chargers Defense,DST,LAC,153.7,fantasyfootballcalculator,ppr,1633,2022
Nico Collins,WR,HOU,153.8,fantasyfootballcalculator,ppr,1633,2022
