name,position,team,AVG,source,format,drafts,season
Kelvin Benjamin,WR,KC,113.1,fantasyfootballcalculator,ppr,2494,2018
Keelan Cole Sr.,WR,JAX,113.9,fantasyfootballcalculator,ppr,2494,2018
Bilal Powell,RB,NYJ,114.3,fantasyfootballcalculator,ppr,2494,2018
Ben Roethlisberger,QB,PIT,114.5,fantasyfootballcalculator,ppr,2494,2018
Jack Doyle,TE,IND,116.1,fantasyfootballcalculator,ppr,2494,2018
Patrick Mahomes,QB,KC,118.1,fantasyfootballcalculator,ppr,2494,2018
Philadelphia Defense,DST,PHI,118.4,fantasyfootballcalculator,ppr,2494,2018
Calvin Ridley,WR,ATL,119.3,fantasyfootballcalculator,ppr,2494,2018
LA Chargers Defense,DST,LAC,119.5,fantasyfootballcalculator,ppr,2494,2018
Alfred Morris,RB,SF,119.8,fantasyfootballcalculator,ppr,2494,2018
Latavius Murray,RB,MIN,123.1,fantasyfootballcalculator,ppr,2494,2018
CJ Anderson,RB,LAR,123.3,fantasyfootballcalculator,ppr,2494,2018
John Brown,WR,BAL,123.4,fantasyfootballcalculator,ppr,2494,2018
Jared Goff,QB,LAR,123.9,fantasyfootballcalculator,ppr,2494,2018
Matt Breida,RB,SF,125.6,fantasyfootballcalculator,ppr,2494,2018
Nick Chubb,RB,CLE,126.4,fantasyfootballcalculator,ppr,2494,2018
Allen Hurns,WR,DAL,127.6,fantasyfootballcalculator,ppr,2494,2018
Baltimore Defense,DST,BAL,128.3,fantasyfootballcalculator,ppr,2494,2018
Corey Clement,RB,PHI,128.4,fantasyfootballcalculator,ppr,2494,2018
Michael Gallup,WR,DAL,129.2,fantasyfootballcalculator,ppr,2494,2018
Ty Montgomery II,RB,BAL,129.2,fantasyfootballcalculator,ppr,2494,2018
Houston Defense,DST,HOU,129.7,fantasyfootballcalculator,ppr,2494,2018
DJ Moore,WR,CAR,129.8,fantasyfootballcalculator,ppr,2494,2018
Tyler Lockett,WR,SEA,131.1,fantasyfootballcalculator,ppr,2494,2018
Kenny Golladay,WR,DET,131.9,fantasyfootballcalculator,ppr,2494,2018
George Kittle,TE,SF,133.0,fantasyfootballcalculator,ppr,2494,2018
Alex Smith,QB,WAS,134.5,fantasyfootballcalculator,ppr,2494,2018
Marcus Mariota,QB,TEN,136.0,fantasyfootballcalculator,ppr,2494,2018
Denver Defense,DST,DEN,138.1,fantasyfootballcalculator,ppr,2494,2018
Chris Godwin Jr.,WR,TB,138.4,fantasyfootballcalculator,ppr,2494,2018
Giovani Bernard,RB,CIN,140.9,fantasyfootballcalculator,ppr,2494,2018
Derek Carr,QB,LV,141.1,fantasyfootballcalculator,ppr,2494,2018
Anthony Miller,WR,CHI,141.5,fantasyfootballcalculator,ppr,2494,2018
Geronimo Allison,WR,GB,142.2,fantasyfootballcalculator,ppr,2494,2018
Jordan Wilkins,RB,IND,143.1,fantasyfootballcalculator,ppr,2494,2018
Cameron Meredith,WR,NO,145.0,fantasyfootballcalculator,ppr,2494,2018
Tyler Eifert,TE,CIN,147.0,fantasyfootballcalculator,ppr,2494,2018
New Orleans Defense,DST,NO,147.4,fantasyfootballcalculator,ppr,2494,2018
O.J. Howard,TE,TB,151.3,fantasyfootballcalculator,ppr,2494,2018
Jameis Winston,QB,TB,151.7,fantasyfootballcalculator,ppr,2494,2018
John Ross,WR,CIN,152.0,fantasyfootballcalculator,ppr,2494,2018
Dede Westbrook,WR,JAX,152.7,fantasyfootballcalculator,ppr,2494,2018
Austin Hooper,TE,ATL,152.9,fantasyfootballcalculator,ppr,2494,2018
LeGarrette Blount,RB,DET,153.9,fantasyfootballcalculator,ppr,2494,2018
Ricky Seals-Jones,TE,ARI,154.1,fantasyfootballcalculator,ppr,2494,2018
DeVante Parker,WR,MIA,154.8,fantasyfootballcalculator,ppr,2494,2018
Devontae Booker,RB,DEN,155.6,fantasyfootballcalculator,ppr,2494,2018
Eric Ebron,TE,IND,156.0,fantasyfootballcalculator,ppr,2494,2018
Tyrod Taylor,QB,CLE,156.8,fantasyfootballcalculator,ppr,2494,2018
James Conner,RB,PIT,157.1,fantasyfootballcalculator,ppr,2494,2018
Chicago Defense,DST,CHI,157.2,fantasyfootballcalculator,ppr,2494,2018
Eli Manning,QB,NYG,157.2,fantasyfootballcalculator,ppr,2494,2018
Danny Amendola,WR,MIA,157.6,fantasyfootballcalculator,ppr,2494,2018
Dak Prescott,QB,DAL,158.6,fantasyfootballcalculator,ppr,2494,2018
Doug Martin,RB,LV,158.6,fantasyfootballcalculator,ppr,2494,2018
Theo Riddick,RB,DET,159.6,fantasyfootballcalculator,ppr,2494,2018
New England Defense,DST,NE,160.2,fantasyfootballcalculator,ppr,2494,2018
Austin Ekeler,RB,LAC,160.8,fantasyfootballcalculator,ppr,2494,2018
Josh Doctson,WR,WAS,162.3,fantasyfootballcalculator,ppr,2494,2018
Courtland Sutton,WR,DEN,163.1,fantasyfootballcalculator,ppr,2494,2018
Spencer Ware,RB,KC,164.3,fantasyfootballcalculator,ppr,2494,2018
Mitchell Trubisky,QB,CHI,164.3,fantasyfootballcalculator,ppr,2494,2018
Carolina Defense,DST,CAR,164.4,fantasyfootballcalculator,ppr,2494,2018
Pittsburgh Defense,DST,PIT,164.6,fantasyfootballcalculator,ppr,2494,2018
Case Keenum,QB,DEN,165.9,fantasyfootballcalculator,ppr,2494,2018
Christian Kirk,WR,ARI,166.8,fantasyfootballcalculator,ppr,2494,2018
Atlanta Defense,DST,ATL,167.1,fantasyfootballcalculator,ppr,2494,2018
Arizona Defense,DST,ARI,168.0,fantasyfootballcalculator,ppr,2494,2018
