name,position,team,AVG,source,format,drafts,season
Keenan Allen,WR,LAC,28.0,fantasyfootballcalculator,ppr,635,2014
Shane Vereen,RB,NE,28.5,fantasyfootballcalculator,ppr,635,2014
Rob Gronkowski,TE,NE,29.7,fantasyfootballcalculator,ppr,635,2014
LeVeon Bell,RB,PIT,30.4,fantasyfootballcalculator,ppr,635,2014
Zac Stacy,RB,LAR,32.5,fantasyfootballcalculator,ppr,635,2014
Roddy White,WR,ATL,33.1,fantasyfootballcalculator,ppr,635,2014
Reggie Bush,RB,DET,33.3,fantasyfootballcalculator,ppr,635,2014
Alfred Morris,RB,WAS,34.2,fantasyfootballcalculator,ppr,635,2014
Vincent Jackson,WR,TB,34.7,fantasyfootballcalculator,ppr,635,2014
Cordarrelle Patterson,WR,MIN,36.2,fantasyfootballcalculator,ppr,635,2014
Andre Johnson,WR,HOU,36.4,fantasyfootballcalculator,ppr,635,2014
Rashad Jennings,RB,NYG,38.4,fantasyfootballcalculator,ppr,635,2014
Pierre Garcon,WR,WAS,40.4,fantasyfootballcalculator,ppr,635,2014
Emmanuel Sanders,WR,DEN,40.5,fantasyfootballcalculator,ppr,635,2014
Larry Fitzgerald,WR,ARI,42.0,fantasyfootballcalculator,ppr,635,2014
C.J. Spiller,RB,,42.1,fantasyfootballcalculator,ppr,635,2014
Toby Gerhart,RB,JAX,42.8,fantasyfootballcalculator,ppr,635,2014
Victor Cruz,WR,NYG,43.8,fantasyfootballcalculator,ppr,635,2014
Percy Harvin,WR,SEA,44.2,fantasyfootballcalculator,ppr,635,2014
Joique Bell,RB,DET,45.9,fantasyfootballcalculator,ppr,635,2014
Michael Floyd,WR,ARI,46.3,fantasyfootballcalculator,ppr,635,2014
Julian Edelman,WR,NE,48.3,fantasyfootballcalculator,ppr,635,2014
Matthew Stafford,QB,DET,48.4,fantasyfootballcalculator,ppr,635,2014
Michael Crabtree,WR,SF,49.8,fantasyfootballcalculator,ppr,635,2014
Ryan Mathews,RB,LAC,50.8,fantasyfootballcalculator,ppr,635,2014
Jordan Cameron,TE,CLE,51.0,fantasyfootballcalculator,ppr,635,2014
Ray Rice,RB,BAL,52.6,fantasyfootballcalculator,ppr,635,2014
Pierre Thomas,RB,NO,55.0,fantasyfootballcalculator,ppr,635,2014
T.Y. Hilton,WR,IND,55.2,fantasyfootballcalculator,ppr,635,2014
Andrew Luck,QB,IND,55.2,fantasyfootballcalculator,ppr,635,2014
Frank Gore,RB,SF,56.3,fantasyfootballcalculator,ppr,635,2014
Torrey Smith,WR,BAL,56.4,fantasyfootballcalculator,ppr,635,2014
Ben Tate,RB,CLE,58.3,fantasyfootballcalculator,ppr,635,2014
Chris Johnson,RB,NYJ,60.0,fantasyfootballcalculator,ppr,635,2014
Tom Brady,QB,NE,61.4,fantasyfootballcalculator,ppr,635,2014
DeSean Jackson,WR,WAS,61.7,fantasyfootballcalculator,ppr,635,2014
Kendall Wright,WR,TEN,61.8,fantasyfootballcalculator,ppr,635,2014
Vernon Davis,TE,SF,62.8,fantasyfootballcalculator,ppr,635,2014
Jeremy Maclin,WR,PHI,64.3,fantasyfootballcalculator,ppr,635,2014
Marques Colston,WR,NO,65.4,fantasyfootballcalculator,ppr,635,2014
Bishop Sankey,RB,TEN,66.1,fantasyfootballcalculator,ppr,635,2014
Jason Witten,TE,DAL,66.6,fantasyfootballcalculator,ppr,635,2014
Matt Ryan,QB,ATL,67.6,fantasyfootballcalculator,ppr,635,2014
Wes Welker,WR,DEN,69.1,fantasyfootballcalculator,ppr,635,2014
Danny Woodhead,RB,LAC,70.0,fantasyfootballcalculator,ppr,635,2014
Brandin Cooks,WR,NO,72.8,fantasyfootballcalculator,ppr,635,2014
Maurice Jones-Drew,RB,LV,73.0,fantasyfootballcalculator,ppr,635,2014
Trent Richardson,RB,IND,73.2,fantasyfootballcalculator,ppr,635,2014
Kyle Rudolph,TE,MIN,73.2,fantasyfootballcalculator,ppr,635,2014
Golden Tate,WR,DET,73.4,fantasyfootballcalculator,ppr,635,2014
Nick Foles,QB,PHI,73.9,fantasyfootballcalculator,ppr,635,2014
Mike Wallace,WR,MIA,76.1,fantasyfootballcalculator,ppr,635,2014
Darren Sproles,RB,PHI,77.6,fantasyfootballcalculator,ppr,635,2014
Reggie Wayne,WR,IND,79.9,fantasyfootballcalculator,ppr,635,2014
Fred Jackson,RB,,80.9,fantasyfootballcalculator,ppr,635,2014
Jordan Reed,TE,WAS,81.4,fantasyfootballcalculator,ppr,635,2014
Jay Cutler,QB,CHI,81.8,fantasyfootballcalculator,ppr,635,2014
Eric Decker,WR,NYJ,83.3,fantasyfootballcalculator,ppr,635,2014
Kelvin Benjamin,WR,CAR,83.7,fantasyfootballcalculator,ppr,635,2014
Tony Romo,QB,DAL,85.5,fantasyfootballcalculator,ppr,635,2014
Knowshon Moreno,RB,MIA,85.7,fantasyfootballcalculator,ppr,635,2014
Terrance Williams,WR,DAL,86.4,fantasyfootballcalculator,ppr,635,2014
Steven Jackson,RB,ATL,86.9,fantasyfootballcalculator,ppr,635,2014
Lamar Miller,RB,MIA,87.7,fantasyfootballcalculator,ppr,635,2014
Greg Olsen,TE,CAR,88.2,fantasyfootballcalculator,ppr,635,2014
Seattle Defense,DST,SEA,90.5,fantasyfootballcalculator,ppr,635,2014
Dennis Pitta,TE,BAL,91.4,fantasyfootballcalculator,ppr,635,2014
Carlos Hyde,RB,SEA,91.5,fantasyfootballcalculator,ppr,635,2014
Bernard Pierce,RB,BAL,94.5,fantasyfootballcalculator,ppr,635,2014
Cam Newton,QB,CAR,94.5,fantasyfootballcalculator,ppr,635,2014
Justin Hunter,WR,TEN,95.0,fantasyfootballcalculator,ppr,635,2014
Jeremy Hill,RB,LV,96.2,fantasyfootballcalculator,ppr,635,2014
Zach Ertz,TE,PHI,97.5,fantasyfootballcalculator,ppr,635,2014
Mike Evans,WR,TB,99.4,fantasyfootballcalculator,ppr,635,2014
Mark Ingram II,RB,NO,99.5,fantasyfootballcalculator,ppr,635,2014
Rueben Randle,WR,NYG,100.9,fantasyfootballcalculator,ppr,635,2014
Riley Cooper,WR,PHI,100.9,fantasyfootballcalculator,ppr,635,2014
Stevan Ridley,RB,NE,101.6,fantasyfootballcalculator,ppr,635,2014
Philip Rivers,QB,LAC,102.3,fantasyfootballcalculator,ppr,635,2014
Devonta Freeman,RB,ATL,102.9,fantasyfootballcalculator,ppr,635,2014
Colin Kaepernick,QB,SF,103.6,fantasyfootballcalculator,ppr,635,2014
Sammy Watkins,WR,,104.9,fantasyfootballcalculator,ppr,635,2014
Russell Wilson,QB,SEA,106.1,fantasyfootballcalculator,ppr,635,2014
Dwayne Bowe,WR,KC,108.2,fantasyfootballcalculator,ppr,635,2014
DeAndre Hopkins,WR,HOU,109.0,fantasyfootballcalculator,ppr,635,2014
Carolina Defense,DST,CAR,109.7,fantasyfootballcalculator,ppr,635,2014
Robert Griffin III,QB,WAS,109.9,fantasyfootballcalculator,ppr,635,2014
Terrance West,RB,CLE,110.0,fantasyfootballcalculator,ppr,635,2014
Danny Amendola,WR,NE,113.0,fantasyfootballcalculator,ppr,635,2014
Andre Williams,RB,NYG,113.4,fantasyfootballcalculator,ppr,635,2014
Hakeem Nicks,WR,IND,115.0,fantasyfootballcalculator,ppr,635,2014
Anquan Boldin,WR,SF,115.3,fantasyfootballcalculator,ppr,635,2014
DeAngelo Williams,RB,CAR,116.4,fantasyfootballcalculator,ppr,635,2014
Martellus Bennett,TE,CHI,117.4,fantasyfootballcalculator,ppr,635,2014
San Francisco Defense,DST,SF,118.3,fantasyfootballcalculator,ppr,635,2014
Darren McFadden,RB,LV,118.8,fantasyfootballcalculator,ppr,635,2014
Markus Wheaton,WR,PIT,119.0,fantasyfootballcalculator,ppr,635,2014
Steve Smith,WR,BAL,121.0,fantasyfootballcalculator,ppr,635,2014
Jordan Matthews,WR,PHI,121.4,fantasyfootballcalculator,ppr,635,2014
New England Defense,DST,NE,121.5,fantasyfootballcalculator,ppr,635,2014
Andy Dalton,QB,CIN,122.6,fantasyfootballcalculator,ppr,635,2014
Cecil Shorts,WR,JAX,124.2,fantasyfootballcalculator,ppr,635,2014
Ahmad Bradshaw,RB,IND,124.8,fantasyfootballcalculator,ppr,635,2014
Jarrett Boykin,WR,GB,127.0,fantasyfootballcalculator,ppr,635,2014
Cincinnati Defense,DST,CIN,128.4,fantasyfootballcalculator,ppr,635,2014
Ben Roethlisberger,QB,PIT,128.4,fantasyfootballcalculator,ppr,635,2014
Khiry Robinson,RB,NO,129.4,fantasyfootballcalculator,ppr,635,2014
Denver Defense,DST,DEN,129.5,fantasyfootballcalculator,ppr,635,2014
Charles Clay,TE,MIA,130.1,fantasyfootballcalculator,ppr,635,2014
LA Rams Defense,DST,LAR,132.6,fantasyfootballcalculator,ppr,635,2014
Kenny Britt,WR,LAR,132.7,fantasyfootballcalculator,ppr,635,2014
Lance Dunbar,RB,DAL,133.1,fantasyfootballcalculator,ppr,635,2014
Greg Jennings,WR,MIN,133.2,fantasyfootballcalculator,ppr,635,2014
Carson Palmer,QB,ARI,133.7,fantasyfootballcalculator,ppr,635,2014
Brian Hartline,WR,MIA,136.4,fantasyfootballcalculator,ppr,635,2014
Ladarius Green,TE,LAC,137.1,fantasyfootballcalculator,ppr,635,2014
Kenny Stills,WR,NO,137.5,fantasyfootballcalculator,ppr,635,2014
Andrew Hawkins,WR,CLE,137.8,fantasyfootballcalculator,ppr,635,2014
LeGarrette Blount,RB,PIT,138.1,fantasyfootballcalculator,ppr,635,2014
Heath Miller,TE,PIT,138.1,fantasyfootballcalculator,ppr,635,2014
Shonn Greene,RB,TEN,139.1,fantasyfootballcalculator,ppr,635,2014
Chris Ivory,RB,NYJ,142.4,fantasyfootballcalculator,ppr,635,2014
Arizona Defense,DST,ARI,143.1,fantasyfootballcalculator,ppr,635,2014
Jonathan Stewart,RB,CAR,143.3,fantasyfootballcalculator,ppr,635,2014
Marqise Lee,WR,JAX,143.6,fantasyfootballcalculator,ppr,635,2014
Kansas City Defense,DST,KC,144.7,fantasyfootballcalculator,ppr,635,2014
Tavon Austin,WR,LAR,145.5,fantasyfootballcalculator,ppr,635,2014
Travis Kelce,TE,KC,146.2,fantasyfootballcalculator,ppr,635,2014
Ryan Tannehill,QB,MIA,147.6,fantasyfootballcalculator,ppr,635,2014
Dexter McCluster,RB,TEN,148.8,fantasyfootballcalculator,ppr,635,2014
Christine Michael,RB,SEA,151.3,fantasyfootballcalculator,ppr,635,2014
Knile Davis,RB,KC,151.4,fantasyfootballcalculator,ppr,635,2014
Aaron Dobson,WR,NE,151.7,fantasyfootballcalculator,ppr,635,2014
Cody Latimer,WR,DEN,151.8,fantasyfootballcalculator,ppr,635,2014
Josh McCown,QB,TB,153.4,fantasyfootballcalculator,ppr,635,2014
Houston Defense,DST,HOU,154.0,fantasyfootballcalculator,ppr,635,2014
Antonio Gates,TE,LAC,154.1,fantasyfootballcalculator,ppr,635,2014
Tim Wright,TE,NE,154.7,fantasyfootballcalculator,ppr,635,2014
Benny Cunningham,RB,LAR,154.9,fantasyfootballcalculator,ppr,635,2014
James White,RB,NE,154.9,fantasyfootballcalculator,ppr,635,2014
Eric Ebron,TE,DET,156.0,fantasyfootballcalculator,ppr,635,2014
James Starks,RB,GB,157.2,fantasyfootballcalculator,ppr,635,2014
Ronnie Hillman,RB,DEN,157.5,fantasyfootballcalculator,ppr,635,2014
James Jones,WR,LV,158.4,fantasyfootballcalculator,ppr,635,2014
Kenbrell Thompkins,WR,NE,158.6,fantasyfootballcalculator,ppr,635,2014
Doug Baldwin,WR,SEA,160.5,fantasyfootballcalculator,ppr,635,2014
New Orleans Defense,DST,NO,161.0,fantasyfootballcalculator,ppr,635,2014
Miles Austin,WR,CLE,161.5,fantasyfootballcalculator,ppr,635,2014
Joe Flacco,QB,BAL,161.5,fantasyfootballcalculator,ppr,635,2014
NY Jets Defense,DST,NYJ,164.6,fantasyfootballcalculator,ppr,635,2014
Cleveland Defense,DST,CLE,164.7,fantasyfootballcalculator,ppr,635,2014
Tampa Bay Defense,DST,TB,166.6,fantasyfootballcalculator,ppr,635,2014
