name,position,team,AVG,source,format,drafts,season
Owen Daniels,TE,DEN,89.7,fantasyfootballcalculator,ppr,844,2015
Mike Wallace,WR,MIN,89.9,fantasyfootballcalculator,ppr,844,2015
Victor Cruz,WR,NYG,91.3,fantasyfootballcalculator,ppr,844,2015
Markus Wheaton,WR,PIT,94.1,fantasyfootballcalculator,ppr,844,2015
Matthew Stafford,QB,DET,94.6,fantasyfootballcalculator,ppr,844,2015
Isaiah Crowell,RB,CLE,95.4,fantasyfootballcalculator,ppr,844,2015
Tyler Eifert,TE,CIN,95.5,fantasyfootballcalculator,ppr,844,2015
Devin Funchess,WR,CAR,96.1,fantasyfootballcalculator,ppr,844,2015
Devonta Freeman,RB,ATL,96.2,fantasyfootballcalculator,ppr,844,2015
Anquan Boldin,WR,SF,97.3,fantasyfootballcalculator,ppr,844,2015
Delanie Walker,TE,TEN,98.0,fantasyfootballcalculator,ppr,844,2015
Bishop Sankey,RB,TEN,100.2,fantasyfootballcalculator,ppr,844,2015
Seattle Defense,DST,SEA,101.3,fantasyfootballcalculator,ppr,844,2015
Steve Johnson,WR,LAC,101.3,fantasyfootballcalculator,ppr,844,2015
Duke Johnson,RB,CLE,101.8,fantasyfootballcalculator,ppr,844,2015
Eric Decker,WR,NYJ,105.3,fantasyfootballcalculator,ppr,844,2015
Eli Manning,QB,NYG,105.9,fantasyfootballcalculator,ppr,844,2015
Darren Sproles,RB,PHI,106.4,fantasyfootballcalculator,ppr,844,2015
Brian Quick,WR,LAR,106.8,fantasyfootballcalculator,ppr,844,2015
Tre Mason,RB,LAR,109.0,fantasyfootballcalculator,ppr,844,2015
Roddy White,WR,ATL,109.0,fantasyfootballcalculator,ppr,844,2015
DeVante Parker,WR,MIA,109.5,fantasyfootballcalculator,ppr,844,2015
Kyle Rudolph,TE,MIN,110.5,fantasyfootballcalculator,ppr,844,2015
Buffalo Defense,DST,BUF,111.3,fantasyfootballcalculator,ppr,844,2015
Terrance Williams,WR,DAL,112.4,fantasyfootballcalculator,ppr,844,2015
Philip Rivers,QB,LAC,113.3,fantasyfootballcalculator,ppr,844,2015
Ronnie Hillman,RB,DEN,114.0,fantasyfootballcalculator,ppr,844,2015
Houston Defense,DST,HOU,116.3,fantasyfootballcalculator,ppr,844,2015
David Johnson,RB,ARI,118.0,fantasyfootballcalculator,ppr,844,2015
Marques Colston,WR,NO,118.3,fantasyfootballcalculator,ppr,844,2015
Cam Newton,QB,CAR,119.1,fantasyfootballcalculator,ppr,844,2015
Pierre Garcon,WR,WAS,119.3,fantasyfootballcalculator,ppr,844,2015
Miami Defense,DST,MIA,120.4,fantasyfootballcalculator,ppr,844,2015
Knile Davis,RB,KC,121.2,fantasyfootballcalculator,ppr,844,2015
Teddy Bridgewater,QB,MIN,122.5,fantasyfootballcalculator,ppr,844,2015
Brandon Coleman,WR,NO,123.6,fantasyfootballcalculator,ppr,844,2015
Matt Jones,RB,WAS,124.4,fantasyfootballcalculator,ppr,844,2015
Michael Floyd,WR,ARI,126.2,fantasyfootballcalculator,ppr,844,2015
Zach Ertz,TE,PHI,126.2,fantasyfootballcalculator,ppr,844,2015
LA Rams Defense,DST,LAR,127.0,fantasyfootballcalculator,ppr,844,2015
Carson Palmer,QB,ARI,128.4,fantasyfootballcalculator,ppr,844,2015
DeAngelo Williams,RB,PIT,129.1,fantasyfootballcalculator,ppr,844,2015
Reggie Bush,RB,SF,129.5,fantasyfootballcalculator,ppr,844,2015
Ty Montgomery II,WR,NO,129.5,fantasyfootballcalculator,ppr,844,2015
David Cobb,RB,TEN,130.4,fantasyfootballcalculator,ppr,844,2015
Julius Thomas,TE,JAX,130.5,fantasyfootballcalculator,ppr,844,2015
Torrey Smith,WR,SF,130.6,fantasyfootballcalculator,ppr,844,2015
Marvin Jones Jr.,WR,CIN,133.9,fantasyfootballcalculator,ppr,844,2015
NY Jets Defense,DST,NYJ,135.0,fantasyfootballcalculator,ppr,844,2015
Michael Crabtree,WR,LV,135.6,fantasyfootballcalculator,ppr,844,2015
Philadelphia Defense,DST,PHI,138.9,fantasyfootballcalculator,ppr,844,2015
Brandon LaFell,WR,NE,139.6,fantasyfootballcalculator,ppr,844,2015
Tyler Lockett,WR,SEA,140.2,fantasyfootballcalculator,ppr,844,2015
Antonio Gates,TE,LAC,140.4,fantasyfootballcalculator,ppr,844,2015
Denver Defense,DST,DEN,140.7,fantasyfootballcalculator,ppr,844,2015
Roy Helu,RB,LV,142.7,fantasyfootballcalculator,ppr,844,2015
Dwayne Allen,TE,IND,145.1,fantasyfootballcalculator,ppr,844,2015
Breshad Perriman,WR,BAL,145.4,fantasyfootballcalculator,ppr,844,2015
Cameron Artis-Payne,RB,CAR,145.8,fantasyfootballcalculator,ppr,844,2015
Joe Flacco,QB,BAL,146.0,fantasyfootballcalculator,ppr,844,2015
Dorial Green-Beckham,WR,TEN,147.0,fantasyfootballcalculator,ppr,844,2015
Colin Kaepernick,QB,SF,147.5,fantasyfootballcalculator,ppr,844,2015
Rueben Randle,WR,NYG,147.7,fantasyfootballcalculator,ppr,844,2015
Doug Baldwin,WR,SEA,148.4,fantasyfootballcalculator,ppr,844,2015
Christine Michael,RB,SEA,148.8,fantasyfootballcalculator,ppr,844,2015
Fred Jackson,RB,,149.9,fantasyfootballcalculator,ppr,844,2015
Vernon Davis,TE,SF,150.3,fantasyfootballcalculator,ppr,844,2015
Charles Sims,RB,TB,150.3,fantasyfootballcalculator,ppr,844,2015
Jonas Gray,RB,NE,150.9,fantasyfootballcalculator,ppr,844,2015
Richard Rodgers,TE,GB,151.6,fantasyfootballcalculator,ppr,844,2015
Arizona Defense,DST,ARI,152.7,fantasyfootballcalculator,ppr,844,2015
James Jones,WR,LV,153.9,fantasyfootballcalculator,ppr,844,2015
Allen Hurns,WR,JAX,153.9,fantasyfootballcalculator,ppr,844,2015
Phillip Dorsett II,WR,IND,153.9,fantasyfootballcalculator,ppr,844,2015
Denard Robinson,RB,JAX,154.2,fantasyfootballcalculator,ppr,844,2015
Tyrod Taylor,QB,BUF,154.5,fantasyfootballcalculator,ppr,844,2015
Andre Williams,RB,NYG,154.8,fantasyfootballcalculator,ppr,844,2015
Jay Cutler,QB,CHI,155.7,fantasyfootballcalculator,ppr,844,2015
Carolina Defense,DST,CAR,156.2,fantasyfootballcalculator,ppr,844,2015
Josh Hill,TE,NO,156.5,fantasyfootballcalculator,ppr,844,2015
James Starks,RB,GB,156.5,fantasyfootballcalculator,ppr,844,2015
Khiry Robinson,RB,NO,156.8,fantasyfootballcalculator,ppr,844,2015
Jordan Reed,TE,WAS,158.4,fantasyfootballcalculator,ppr,844,2015
Austin Seferian-Jenkins,TE,TB,158.8,fantasyfootballcalculator,ppr,844,2015
Kansas City Defense,DST,KC,159.7,fantasyfootballcalculator,ppr,844,2015
Percy Harvin,WR,,160.6,fantasyfootballcalculator,ppr,844,2015
Cody Latimer,WR,DEN,161.0,fantasyfootballcalculator,ppr,844,2015
Kenny Stills,WR,MIA,162.0,fantasyfootballcalculator,ppr,844,2015
Marcus Mariota,QB,TEN,162.6,fantasyfootballcalculator,ppr,844,2015
Jeff Janis,WR,GB,163.1,fantasyfootballcalculator,ppr,844,2015
Derek Carr,QB,LV,163.2,fantasyfootballcalculator,ppr,844,2015
New England Defense,DST,NE,164.0,fantasyfootballcalculator,ppr,844,2015
Baltimore Defense,DST,BAL,166.5,fantasyfootballcalculator,ppr,844,2015
Minnesota Defense,DST,MIN,167.6,fantasyfootballcalculator,ppr,844,2015
Indianapolis Defense,DST,IND,167.7,fantasyfootballcalculator,ppr,844,2015
