name,position,team,AVG,source,format,drafts,season
Travis Etienne Jr.,RB,JAX,34.7,fantasyfootballcalculator,ppr,3146,2023
Amari Cooper,WR,CLE,35.4,fantasyfootballcalculator,ppr,3146,2023
Breece Hall,RB,NYJ,36.6,fantasyfootballcalculator,ppr,3146,2023
Jahmyr Gibbs,RB,DET,36.7,fantasyfootballcalculator,ppr,3146,2023
Lamar Jackson,QB,BAL,36.9,fantasyfootballcalculator,ppr,3146,2023
Deebo Samuel Sr.,WR,SF,37.2,fantasyfootballcalculator,ppr,3146,2023
Aaron Jones Sr.,RB,GB,38.9,fantasyfootballcalculator,ppr,3146,2023
DeAndre Hopkins,WR,TEN,41.4,fantasyfootballcalculator,ppr,3146,2023
Joe Burrow,QB,CIN,43.2,fantasyfootballcalculator,ppr,3146,2023
Drake London,WR,ATL,44.1,fantasyfootballcalculator,ppr,3146,2023
T.J. Hockenson,TE,MIN,44.2,fantasyfootballcalculator,ppr,3146,2023
DJ Moore,WR,CHI,44.7,fantasyfootballcalculator,ppr,3146,2023
Jerry Jeudy,WR,DEN,44.8,fantasyfootballcalculator,ppr,3146,2023
Kenneth Walker,RB,SEA,47.9,fantasyfootballcalculator,ppr,3146,2023
Christian Watson,WR,GB,48.6,fantasyfootballcalculator,ppr,3146,2023
Justin Fields,QB,CHI,48.8,fantasyfootballcalculator,ppr,3146,2023
Chris Godwin Jr.,WR,TB,49.3,fantasyfootballcalculator,ppr,3146,2023
Terry McLaurin,WR,WAS,49.7,fantasyfootballcalculator,ppr,3146,2023
Justin Herbert,QB,LAC,50.3,fantasyfootballcalculator,ppr,3146,2023
Miles Sanders,RB,CAR,52.9,fantasyfootballcalculator,ppr,3146,2023
Diontae Johnson,WR,PIT,53.4,fantasyfootballcalculator,ppr,3146,2023
J.K. Dobbins,RB,BAL,55.1,fantasyfootballcalculator,ppr,3146,2023
George Kittle,TE,SF,55.7,fantasyfootballcalculator,ppr,3146,2023
Tyler Lockett,WR,SEA,55.7,fantasyfootballcalculator,ppr,3146,2023
Alexander Mattison,RB,MIN,56.9,fantasyfootballcalculator,ppr,3146,2023
Dameon Pierce,RB,HOU,57.0,fantasyfootballcalculator,ppr,3146,2023
Brandon Aiyuk,WR,SF,57.0,fantasyfootballcalculator,ppr,3146,2023
Trevor Lawrence,QB,JAX,58.4,fantasyfootballcalculator,ppr,3146,2023
Christian Kirk,WR,JAX,60.3,fantasyfootballcalculator,ppr,3146,2023
Darren Waller,TE,NYG,60.3,fantasyfootballcalculator,ppr,3146,2023
Cam Akers,RB,MIN,63.1,fantasyfootballcalculator,ppr,3146,2023
Mike Williams,WR,LAC,63.3,fantasyfootballcalculator,ppr,3146,2023
Michael Pittman Jr.,WR,IND,63.8,fantasyfootballcalculator,ppr,3146,2023
James Conner,RB,ARI,66.2,fantasyfootballcalculator,ppr,3146,2023
Mike Evans,WR,TB,67.6,fantasyfootballcalculator,ppr,3146,2023
Rachaad White,RB,TB,68.1,fantasyfootballcalculator,ppr,3146,2023
Alvin Kamara,RB,NO,69.2,fantasyfootballcalculator,ppr,3146,2023
Dallas Goedert,TE,PHI,69.7,fantasyfootballcalculator,ppr,3146,2023
George Pickens,WR,PIT,70.0,fantasyfootballcalculator,ppr,3146,2023
Hollywood Brown,WR,ARI,72.5,fantasyfootballcalculator,ppr,3146,2023
Javonte Williams,RB,DEN,72.8,fantasyfootballcalculator,ppr,3146,2023
Jahan Dotson,WR,WAS,73.1,fantasyfootballcalculator,ppr,3146,2023
Kyle Pitts Sr.,TE,ATL,74.6,fantasyfootballcalculator,ppr,3146,2023
D'Andre Swift,RB,PHI,75.9,fantasyfootballcalculator,ppr,3146,2023
Deshaun Watson,QB,CLE,76.2,fantasyfootballcalculator,ppr,3146,2023
David Montgomery,RB,DET,76.8,fantasyfootballcalculator,ppr,3146,2023
James Cook III,RB,BUF,77.6,fantasyfootballcalculator,ppr,3146,2023
Jordan Addison,WR,MIN,78.4,fantasyfootballcalculator,ppr,3146,2023
Isiah Pacheco,RB,KC,79.2,fantasyfootballcalculator,ppr,3146,2023
Dak Prescott,QB,DAL,82.2,fantasyfootballcalculator,ppr,3146,2023
Jaxon Smith-Njigba,WR,SEA,83.0,fantasyfootballcalculator,ppr,3146,2023
Tua Tagovailoa,QB,MIA,84.9,fantasyfootballcalculator,ppr,3146,2023
Brandin Cooks,WR,DAL,85.1,fantasyfootballcalculator,ppr,3146,2023
Courtland Sutton,WR,DEN,87.0,fantasyfootballcalculator,ppr,3146,2023
Evan Engram,TE,JAX,87.9,fantasyfootballcalculator,ppr,3146,2023
Treylon Burks,WR,TEN,88.7,fantasyfootballcalculator,ppr,3146,2023
Antonio Gibson,RB,WAS,88.9,fantasyfootballcalculator,ppr,3146,2023
Gabe Davis,WR,BUF,89.5,fantasyfootballcalculator,ppr,3146,2023
Michael Thomas,WR,NO,91.0,fantasyfootballcalculator,ppr,3146,2023
AJ Dillon,RB,GB,91.7,fantasyfootballcalculator,ppr,3146,2023
JuJu Smith-Schuster,WR,NE,93.3,fantasyfootballcalculator,ppr,3146,2023
Brian Robinson,RB,WAS,94.2,fantasyfootballcalculator,ppr,3146,2023
Khalil Herbert,RB,CHI,94.4,fantasyfootballcalculator,ppr,3146,2023
Quentin Johnston,WR,LAC,96.1,fantasyfootballcalculator,ppr,3146,2023
Pat Freiermuth,TE,PIT,96.1,fantasyfootballcalculator,ppr,3146,2023
Elijah Moore,WR,CLE,97.2,fantasyfootballcalculator,ppr,3146,2023
Rashaad Penny,RB,PHI,97.3,fantasyfootballcalculator,ppr,3146,2023
Samaje Perine,RB,DEN,99.3,fantasyfootballcalculator,ppr,3146,2023
Kirk Cousins,QB,MIN,99.4,fantasyfootballcalculator,ppr,3146,2023
Kadarius Toney,WR,KC,100.0,fantasyfootballcalculator,ppr,3146,2023
Zay Flowers,WR,BAL,100.0,fantasyfootballcalculator,ppr,3146,2023
Rashod Bateman,WR,BAL,102.0,fantasyfootballcalculator,ppr,3146,2023
Aaron Rodgers,QB,NYJ,103.6,fantasyfootballcalculator,ppr,3146,2023
David Njoku,TE,CLE,103.8,fantasyfootballcalculator,ppr,3146,2023
Daniel Jones,QB,NYG,103.9,fantasyfootballcalculator,ppr,3146,2023
Jamaal Williams,RB,NO,104.2,fantasyfootballcalculator,ppr,3146,2023
Zach Charbonnet,RB,SEA,107.2,fantasyfootballcalculator,ppr,3146,2023
Skyy Moore,WR,KC,109.1,fantasyfootballcalculator,ppr,3146,2023
Jakobi Meyers,WR,LV,109.4,fantasyfootballcalculator,ppr,3146,2023
Geno Smith,QB,SEA,109.9,fantasyfootballcalculator,ppr,3146,2023
Damien Harris,RB,BUF,110.6,fantasyfootballcalculator,ppr,3146,2023
Jerick McKinnon,RB,KC,111.3,fantasyfootballcalculator,ppr,3146,2023
Nico Collins,WR,HOU,113.1,fantasyfootballcalculator,ppr,3146,2023
Elijah Mitchell,RB,SF,115.1,fantasyfootballcalculator,ppr,3146,2023
Allen Lazard,WR,NYJ,115.3,fantasyfootballcalculator,ppr,3146,2023
Dalton Schultz,TE,HOU,117.4,fantasyfootballcalculator,ppr,3146,2023
De'Von Achane,RB,MIA,117.8,fantasyfootballcalculator,ppr,3146,2023
Jaylen Warren,RB,PIT,119.8,fantasyfootballcalculator,ppr,3146,2023
Odell Beckham Jr.,WR,BAL,120.1,fantasyfootballcalculator,ppr,3146,2023
San Francisco Defense,DST,SF,120.1,fantasyfootballcalculator,ppr,3146,2023
Jameson Williams,WR,DET,120.3,fantasyfootballcalculator,ppr,3146,2023
Jared Goff,QB,DET,122.6,fantasyfootballcalculator,ppr,3146,2023
Raheem Mostert,RB,MIA,122.8,fantasyfootballcalculator,ppr,3146,2023
Rondale Moore,WR,ARI,123.2,fantasyfootballcalculator,ppr,3146,2023
Tyler Allgeier,RB,ATL,125.0,fantasyfootballcalculator,ppr,3146,2023
Anthony Richardson Sr.,QB,IND,125.5,fantasyfootballcalculator,ppr,3146,2023
Adam Thielen,WR,CAR,126.3,fantasyfootballcalculator,ppr,3146,2023
Romeo Doubs,WR,GB,127.7,fantasyfootballcalculator,ppr,3146,2023
Darnell Mooney,WR,CHI,127.8,fantasyfootballcalculator,ppr,3146,2023
Russell Wilson,QB,DEN,129.9,fantasyfootballcalculator,ppr,3146,2023
Tyler Boyd,WR,CIN,130.4,fantasyfootballcalculator,ppr,3146,2023
Devin Singletary,RB,HOU,130.7,fantasyfootballcalculator,ppr,3146,2023
Kenny Gainwell,RB,PHI,131.1,fantasyfootballcalculator,ppr,3146,2023
Zay Jones,WR,JAX,131.1,fantasyfootballcalculator,ppr,3146,2023
Greg Dulcich,TE,DEN,131.4,fantasyfootballcalculator,ppr,3146,2023
Tyler Higbee,TE,LAR,131.6,fantasyfootballcalculator,ppr,3146,2023
Cordarrelle Patterson,RB,ATL,132.4,fantasyfootballcalculator,ppr,3146,2023
Jeff Wilson Jr.,RB,MIA,133.2,fantasyfootballcalculator,ppr,3146,2023
Buffalo Defense,DST,BUF,133.8,fantasyfootballcalculator,ppr,3146,2023
Dallas Defense,DST,DAL,135.6,fantasyfootballcalculator,ppr,3146,2023
D'Onta Foreman,RB,CHI,137.1,fantasyfootballcalculator,ppr,3146,2023
Philadelphia Defense,DST,PHI,137.7,fantasyfootballcalculator,ppr,3146,2023
Tank Bigsby,RB,JAX,137.7,fantasyfootballcalculator,ppr,3146,2023
Chig Okonkwo,TE,TEN,140.4,fantasyfootballcalculator,ppr,3146,2023
DJ Chark,WR,CAR,143.2,fantasyfootballcalculator,ppr,3146,2023
New England Defense,DST,NE,144.2,fantasyfootballcalculator,ppr,3146,2023
Michael Gallup,WR,DAL,144.6,fantasyfootballcalculator,ppr,3146,2023
Derek Carr,QB,NO,145.3,fantasyfootballcalculator,ppr,3146,2023
Cole Kmet,TE,CHI,146.0,fantasyfootballcalculator,ppr,3146,2023
Dalton Kincaid,TE,BUF,146.9,fantasyfootballcalculator,ppr,3146,2023
Baltimore Defense,DST,BAL,149.4,fantasyfootballcalculator,ppr,3146,2023
Tyjae Spears,RB,TEN,150.9,fantasyfootballcalculator,ppr,3146,2023
Matthew Stafford,QB,LAR,151.0,fantasyfootballcalculator,ppr,3146,2023
New Orleans Defense,DST,NO,152.0,fantasyfootballcalculator,ppr,3146,2023
Jonathan Mingo,WR,CAR,152.1,fantasyfootballcalculator,ppr,3146,2023
Kenny Pickett,QB,PIT,152.3,fantasyfootballcalculator,ppr,3146,2023
Denver Defense,DST,DEN,152.3,fantasyfootballcalculator,ppr,3146,2023
Brock Purdy,QB,SF,152.5,fantasyfootballcalculator,ppr,3146,2023
Dawson Knox,TE,BUF,152.7,fantasyfootballcalculator,ppr,3146,2023
Sam LaPorta,TE,DET,152.9,fantasyfootballcalculator,ppr,3146,2023
Zamir White,RB,LV,153.7,fantasyfootballcalculator,ppr,3146,2023
Marvin Mims Jr.,WR,DEN,154.2,fantasyfootballcalculator,ppr,3146,2023
NY Jets Defense,DST,NYJ,154.2,fantasyfootballcalculator,ppr,3146,2023
Gerald Everett,TE,LAC,154.9,fantasyfootballcalculator,ppr,3146,2023
Jordan Love,QB,GB,155.5,fantasyfootballcalculator,ppr,3146,2023
Donovan Peoples-Jones,WR,DET,156.0,fantasyfootballcalculator,ppr,3146,2023
Wan'Dale Robinson,WR,NYG,157.2,fantasyfootballcalculator,ppr,3146,2023
Kyler Murray,QB,ARI,157.3,fantasyfootballcalculator,ppr,3146,2023
Jerome Ford,RB,CLE,157.4,fantasyfootballcalculator,ppr,3146,2023
Roschon Johnson,RB,CHI,157.7,fantasyfootballcalculator,ppr,3146,2023
Clyde Edwards-Helaire,RB,KC,157.9,fantasyfootballcalculator,ppr,3146,2023
Pittsburgh Defense,DST,PIT,158.0,fantasyfootballcalculator,ppr,3146,2023
Miami Defense,DST,MIA,158.7,fantasyfootballcalculator,ppr,3146,2023
Hunter Renfrow,WR,LV,159.3,fantasyfootballcalculator,ppr,3146,2023
Marquez Valdes-Scantling,WR,KC,159.6,fantasyfootballcalculator,ppr,3146,2023
K.J. Osborn,WR,MIN,160.2,fantasyfootballcalculator,ppr,3146,2023
Gus Edwards,RB,BAL,160.6,fantasyfootballcalculator,ppr,3146,2023
Chuba Hubbard,RB,CAR,160.7,fantasyfootballcalculator,ppr,3146,2023
Jake Ferguson,TE,DAL,161.9,fantasyfootballcalculator,ppr,3146,2023
Alec Pierce,WR,IND,162.0,fantasyfootballcalculator,ppr,3146,2023
Zack Moss,RB,IND,163.0,fantasyfootballcalculator,ppr,3146,2023
Jalin Hyatt,WR,NYG,163.1,fantasyfootballcalculator,ppr,3146,2023
Justyn Ross,WR,KC,164.2,fantasyfootballcalculator,ppr,3146,2023
Washington Defense,DST,WAS,165.1,fantasyfootballcalculator,ppr,3146,2023
Chase Claypool,WR,MIA,169.1,fantasyfootballcalculator,ppr,3146,2023
