name,position,team,AVG,source,format,drafts,season
Antonio Brown,WR,TB,72.7,fantasyfootballcalculator,ppr,1709,2021
Robbie Chosen,WR,CAR,75.0,fantasyfootballcalculator,ppr,1709,2021
Melvin Gordon III,RB,DEN,75.2,fantasyfootballcalculator,ppr,1709,2021
Michael Carter,RB,NYJ,76.1,fantasyfootballcalculator,ppr,1709,2021
Ja'Marr Chase,WR,CIN,77.4,fantasyfootballcalculator,ppr,1709,2021
DeVonta Smith,WR,PHI,77.6,fantasyfootballcalculator,ppr,1709,2021
Tom Brady,QB,TB,77.8,fantasyfootballcalculator,ppr,1709,2021
AJ Dillon,RB,GB,79.1,fantasyfootballcalculator,ppr,1709,2021
Noah Fant,TE,DEN,79.2,fantasyfootballcalculator,ppr,1709,2021
Ronald Jones,RB,TB,79.8,fantasyfootballcalculator,ppr,1709,2021
JuJu Smith-Schuster,WR,PIT,82.5,fantasyfootballcalculator,ppr,1709,2021
Kenny Golladay,WR,NYG,82.8,fantasyfootballcalculator,ppr,1709,2021
Zack Moss,RB,BUF,83.8,fantasyfootballcalculator,ppr,1709,2021
Matthew Stafford,QB,LAR,85.0,fantasyfootballcalculator,ppr,1709,2021
Courtland Sutton,WR,DEN,85.7,fantasyfootballcalculator,ppr,1709,2021
Laviska Shenault Jr.,WR,JAX,85.9,fantasyfootballcalculator,ppr,1709,2021
Robert Tonyan,TE,GB,87.2,fantasyfootballcalculator,ppr,1709,2021
Corey Davis,WR,NYJ,89.6,fantasyfootballcalculator,ppr,1709,2021
Deebo Samuel Sr.,WR,SF,89.8,fantasyfootballcalculator,ppr,1709,2021
Leonard Fournette,RB,TB,90.1,fantasyfootballcalculator,ppr,1709,2021
Marquez Callaway,WR,NO,90.5,fantasyfootballcalculator,ppr,1709,2021
Devin Singletary,RB,BUF,91.2,fantasyfootballcalculator,ppr,1709,2021
Jamaal Williams,RB,DET,92.0,fantasyfootballcalculator,ppr,1709,2021
Sony Michel,RB,LAR,93.4,fantasyfootballcalculator,ppr,1709,2021
Dallas Goedert,TE,PHI,93.9,fantasyfootballcalculator,ppr,1709,2021
Tyler Higbee,TE,LAR,95.8,fantasyfootballcalculator,ppr,1709,2021
Ryan Tannehill,QB,TEN,96.1,fantasyfootballcalculator,ppr,1709,2021
James Conner,RB,ARI,96.2,fantasyfootballcalculator,ppr,1709,2021
Tyler Boyd,WR,CIN,97.3,fantasyfootballcalculator,ppr,1709,2021
Jaylen Waddle,WR,MIA,99.2,fantasyfootballcalculator,ppr,1709,2021
Mecole Hardman Jr.,WR,KC,100.0,fantasyfootballcalculator,ppr,1709,2021
Jalen Hurts,QB,PHI,100.2,fantasyfootballcalculator,ppr,1709,2021
Tony Pollard,RB,DAL,102.7,fantasyfootballcalculator,ppr,1709,2021
Brandin Cooks,WR,HOU,102.9,fantasyfootballcalculator,ppr,1709,2021
Kenyan Drake,RB,LV,102.9,fantasyfootballcalculator,ppr,1709,2021
Michael Pittman Jr.,WR,IND,104.4,fantasyfootballcalculator,ppr,1709,2021
Alexander Mattison,RB,MIN,106.5,fantasyfootballcalculator,ppr,1709,2021
Phillip Lindsay,RB,MIA,107.5,fantasyfootballcalculator,ppr,1709,2021
Pittsburgh Defense,DST,PIT,108.5,fantasyfootballcalculator,ppr,1709,2021
LA Rams Defense,DST,LAR,108.6,fantasyfootballcalculator,ppr,1709,2021
Darnell Mooney,WR,CHI,109.0,fantasyfootballcalculator,ppr,1709,2021
Joe Burrow,QB,CIN,112.4,fantasyfootballcalculator,ppr,1709,2021
DJ Chark,WR,JAX,112.8,fantasyfootballcalculator,ppr,1709,2021
Mike Gesicki,TE,MIA,114.3,fantasyfootballcalculator,ppr,1709,2021
Tampa Bay Defense,DST,TB,115.0,fantasyfootballcalculator,ppr,1709,2021
David Johnson,RB,HOU,115.0,fantasyfootballcalculator,ppr,1709,2021
Jakobi Meyers,WR,NE,116.2,fantasyfootballcalculator,ppr,1709,2021
Mike Williams,WR,LAC,116.2,fantasyfootballcalculator,ppr,1709,2021
J.D. McKissic,RB,WAS,116.8,fantasyfootballcalculator,ppr,1709,2021
Jarvis Landry,WR,CLE,118.2,fantasyfootballcalculator,ppr,1709,2021
Trey Lance,QB,SF,118.2,fantasyfootballcalculator,ppr,1709,2021
Irv Smith Jr.,TE,MIN,120.3,fantasyfootballcalculator,ppr,1709,2021
Nyheim Hines,RB,IND,120.6,fantasyfootballcalculator,ppr,1709,2021
Giovani Bernard,RB,TB,120.9,fantasyfootballcalculator,ppr,1709,2021
Rhamondre Stevenson,RB,NE,121.3,fantasyfootballcalculator,ppr,1709,2021
Washington Defense,DST,WAS,123.1,fantasyfootballcalculator,ppr,1709,2021
Henry Ruggs III,WR,LV,123.9,fantasyfootballcalculator,ppr,1709,2021
Justin Fields,QB,CHI,125.6,fantasyfootballcalculator,ppr,1709,2021
Marvin Jones Jr.,WR,JAX,126.0,fantasyfootballcalculator,ppr,1709,2021
Chuba Hubbard,RB,CAR,127.6,fantasyfootballcalculator,ppr,1709,2021
James White,RB,NE,128.8,fantasyfootballcalculator,ppr,1709,2021
Will Fuller,WR,MIA,129.2,fantasyfootballcalculator,ppr,1709,2021
Baltimore Defense,DST,BAL,129.7,fantasyfootballcalculator,ppr,1709,2021
Matt Ryan,QB,ATL,129.8,fantasyfootballcalculator,ppr,1709,2021
Latavius Murray,RB,BAL,130.6,fantasyfootballcalculator,ppr,1709,2021
Jonnu Smith,TE,NE,130.7,fantasyfootballcalculator,ppr,1709,2021
Elijah Moore,WR,NYJ,132.6,fantasyfootballcalculator,ppr,1709,2021
Russell Gage Jr.,WR,ATL,133.8,fantasyfootballcalculator,ppr,1709,2021
Baker Mayfield,QB,CLE,134.3,fantasyfootballcalculator,ppr,1709,2021
Michael Gallup,WR,DAL,135.4,fantasyfootballcalculator,ppr,1709,2021
Jameis Winston,QB,NO,137.3,fantasyfootballcalculator,ppr,1709,2021
Indianapolis Defense,DST,IND,137.5,fantasyfootballcalculator,ppr,1709,2021
Rashaad Penny,RB,SEA,137.9,fantasyfootballcalculator,ppr,1709,2021
San Francisco Defense,DST,SF,137.9,fantasyfootballcalculator,ppr,1709,2021
Tevin Coleman,RB,NYJ,139.0,fantasyfootballcalculator,ppr,1709,2021
Curtis Samuel,WR,WAS,140.2,fantasyfootballcalculator,ppr,1709,2021
Hollywood Brown,WR,BAL,140.9,fantasyfootballcalculator,ppr,1709,2021
Rob Gronkowski,TE,TB,142.8,fantasyfootballcalculator,ppr,1709,2021
Ben Roethlisberger,QB,PIT,143.2,fantasyfootballcalculator,ppr,1709,2021
Gabe Davis,WR,BUF,144.3,fantasyfootballcalculator,ppr,1709,2021
Trevor Lawrence,QB,JAX,144.7,fantasyfootballcalculator,ppr,1709,2021
Damien Williams,RB,CHI,146.0,fantasyfootballcalculator,ppr,1709,2021
Rondale Moore,WR,ARI,146.4,fantasyfootballcalculator,ppr,1709,2021
Bryan Edwards,WR,LV,148.2,fantasyfootballcalculator,ppr,1709,2021
New England Defense,DST,NE,148.8,fantasyfootballcalculator,ppr,1709,2021
Terrace Marshall Jr.,WR,CAR,149.0,fantasyfootballcalculator,ppr,1709,2021
Zach Wilson,QB,NYJ,149.1,fantasyfootballcalculator,ppr,1709,2021
Hunter Henry,TE,NE,149.7,fantasyfootballcalculator,ppr,1709,2021
Cleveland Defense,DST,CLE,150.0,fantasyfootballcalculator,ppr,1709,2021
Darrel Williams,RB,KC,150.3,fantasyfootballcalculator,ppr,1709,2021
Evan Engram,TE,NYG,150.9,fantasyfootballcalculator,ppr,1709,2021
Cole Beasley,WR,BUF,150.9,fantasyfootballcalculator,ppr,1709,2021
Adam Trautman,TE,NO,151.9,fantasyfootballcalculator,ppr,1709,2021
Mark Ingram II,RB,NO,154.2,fantasyfootballcalculator,ppr,1709,2021
Justin Jackson,RB,LAC,154.6,fantasyfootballcalculator,ppr,1709,2021
Kenny Gainwell,RB,PHI,154.8,fantasyfootballcalculator,ppr,1709,2021
Jared Cook,TE,LAC,155.0,fantasyfootballcalculator,ppr,1709,2021
Buffalo Defense,DST,BUF,155.3,fantasyfootballcalculator,ppr,1709,2021
Devontae Booker,RB,NYG,155.5,fantasyfootballcalculator,ppr,1709,2021
A.J. Green,WR,ARI,156.6,fantasyfootballcalculator,ppr,1709,2021
Gerald Everett,TE,SEA,156.6,fantasyfootballcalculator,ppr,1709,2021
Zach Ertz,TE,ARI,157.1,fantasyfootballcalculator,ppr,1709,2021
Pat Freiermuth,TE,PIT,157.3,fantasyfootballcalculator,ppr,1709,2021
Mac Jones,QB,NE,157.4,fantasyfootballcalculator,ppr,1709,2021
Miami Defense,DST,MIA,158.2,fantasyfootballcalculator,ppr,1709,2021
Amon-Ra St. Brown,WR,DET,158.5,fantasyfootballcalculator,ppr,1709,2021
Tony Jones,RB,NO,158.8,fantasyfootballcalculator,ppr,1709,2021
Marlon Mack,RB,IND,158.8,fantasyfootballcalculator,ppr,1709,2021
Randall Cobb,WR,GB,159.7,fantasyfootballcalculator,ppr,1709,2021
Jerick McKinnon,RB,KC,159.7,fantasyfootballcalculator,ppr,1709,2021
Denver Defense,DST,DEN,159.8,fantasyfootballcalculator,ppr,1709,2021
Tyrell Williams,WR,DET,160.0,fantasyfootballcalculator,ppr,1709,2021
Tua Tagovailoa,QB,MIA,160.6,fantasyfootballcalculator,ppr,1709,2021
Kirk Cousins,QB,MIN,160.9,fantasyfootballcalculator,ppr,1709,2021
Malcolm Brown,RB,MIA,161.7,fantasyfootballcalculator,ppr,1709,2021
DeVante Parker,WR,MIA,162.3,fantasyfootballcalculator,ppr,1709,2021
Ryan Fitzpatrick,QB,WAS,163.3,fantasyfootballcalculator,ppr,1709,2021
Deshaun Watson,QB,HOU,163.6,fantasyfootballcalculator,ppr,1709,2021
Carson Wentz,QB,IND,167.1,fantasyfootballcalculator,ppr,1709,2021
Nelson Agholor,WR,NE,170.7,fantasyfootballcalculator,ppr,1709,2021
Marquez Valdes-Scantling,WR,GB,170.9,fantasyfootballcalculator,ppr,1709,2021
Carlos Hyde,RB,JAX,172.7,fantasyfootballcalculator,ppr,1709,2021
Kansas City Defense,DST,KC,173.2,fantasyfootballcalculator,ppr,1709,2021
